Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.016700291307631954,0.39846762661790136,0.5851830316569843,0.6985538170826934,0.46194024276414547,0.9702855369579131,0.1048085885399812,0.3789331132446979,0.0939673757186118,1.0,0.2563682719041216,0.5128205128205129
0.6687424317666099,0.78598900344195,0.6530429643667198,0.7748296738904181,0.17494252344428352,0.9485540480654233,0.48403071541732134,0.41559245179442683,0.46046917215443817,1.0,0.6522286133283123,0.0
0.09976979251096763,0.14097904499294156,0.7704028201232149,0.704157906739432,0.33235911430618525,0.44109733961353803,0.9992047981620943,0.9717027551014547,0.7495445176873031,1.0,0.262439995959241,0.0
0.7287288288433675,0.7880196693742445,0.013209918655065156,0.4018222039941638,0.6205175048686472,0.14299062909400795,0.14130815324232304,0.5422332787729269,0.1633974969026718,1.0,0.18872025585320165,0.0
0.31965690020414006,0.05851981657732197,0.9517075473732164,0.02795108360704157,0.68241930268657,0.05656828231486133,0.6254915015366493,0.8618942383666085,0.3735412994646802,1.0,0.24844284733630256,0.8191808191808193
0.6717932649872708,0.9053837021391369,0.9374451849799754,0.7046719002754707,0.050481779284688666,0.4334057052970738,0.16483927979181978,0.424626929739476,0.3798307281657427,1.0,0.3457657954574675,0.6993006993006994
0.28107808905719367,0.06306407877173004,0.7921707875309876,0.06460081966396314,0.9164413536154516,0.10658675686558627,0.29965550824497944,0.20452979175027963,0.8334299913413084,1.0,0.11748192103684227,0.5128205128205129
0.21022626348051032,0.00021138900703432384,0.67626485443497,0.4209624478282772,0.23341193743002342,0.15976576340399928,0.7715058434215964,0.8190003619329156,0.9896151859028862,1.0,0.209191359116642,0.3001876172607879
0.019170005714179594,0.38902637956790165,0.4499225988982761,0.9348038110579284,0.7805041341906627,0.6113899714070561,0.2761736462267469,0.8375325180676215,0.5225386790746593,1.0,0.16404110314961695,0.0
0.2805686089789893,0.659559603612813,0.16547640762425841,0.05985123123040237,0.15923654782953256,0.43802402060711676,0.5101976824759556,0.746542917163787,0.5504160166476988,1.0,0.40569523476085767,0.0
