Aa,Sced,Cplx,Site,Resl,Acap,Etat,Rely,Data,Prec,Pmat,Aexp,Flex,Pcon,Tool,Time,Stor,Docu,B,Plex,Pcap,Kloc,Ltex,Pr,Ruse,Team,Pvol,Efforts-,Months-,Defects-,Risks-
0.5173511574414781,0.15121058036016066,0.2612445402148267,0.44413936412786137,0.6417578924208428,0.7652725853477413,0.916816723932916,0.865794641521639,0.8380003066736945,0.38471892798723817,0.3727474445573574,0.030564671923307696,0.65397832828894,0.1861999796918241,0.5257562848170524,0.2718225771541568,0.12319047827386798,0.8953996747214026,0.8954506945337927,0.39077149725527605,0.13260597998901247,0.7630042787693644,0.7416295989300968,0.9151343648553555,0.4087255130243137,0.8791458302636777,0.3070733126748929,202.23725821643876,18.722769461270964,3385.0478868818655,2.4128686327077746
0.6472782514951811,0.8877832935616781,0.16071816397594818,0.5888560298931821,0.12970351836108607,0.8702981465554734,0.04785305191378231,0.32537059249590217,0.9272037610436149,0.3336707132681438,0.2666640063694472,0.5961270237123195,0.6822606482811252,0.10442306463257778,0.032731969072726574,0.2630762019786803,0.9194202443674417,0.37308610104716855,0.8019065605486815,0.1585188500646787,0.9399844908932427,0.6104174097753606,0.018972520616103328,0.8203739097912209,0.23612764701123623,0.6429455818531555,0.7701476207372908,3851.95317852574,32.059035368821384,63125.19877108246,10.187667560321715
0.18723231775308802,0.5482775687690361,0.06027745830943687,0.6940871290694137,0.4502596174122806,0.15787316636720994,0.5987429965041607,0.8956646421255003,0.9072855397987107,0.26294610253249484,0.4725948883082156,0.6784954988235772,0.8491958240225598,0.5830988644009344,0.9736547893797403,0.9803188221812433,0.910887378306331,0.24176904371008978,0.45222909079761986,0.5437466444499134,0.256728984563279,0.47586940598111205,0.9971863132452763,0.25079334208599224,0.7628656168738385,0.056627548921267534,0.2619641892319997,3665.743162683947,65.95092628730761,15084.333362505296,1.6085790884718498
0.32863141147842234,0.41183441651285724,0.5988753079828574,0.8996592191539539,0.5708485432616527,0.5401112973793298,0.7613651652730289,0.8764025352202031,0.32104004370889117,0.8293576808074798,0.7506764348055653,0.8830355938148493,0.006568643931026297,0.2405738675211746,0.34085300131131435,0.5230292909482811,0.03552764942346509,0.8119488537968962,0.23130996105203516,0.8997025492936314,0.557399360179588,0.7075918208495499,0.8654752948078285,0.33493248050913593,0.056086517701005145,0.5839195098404811,0.39369016400197443,1965.9398025422556,37.22674907979871,19267.14457091062,0.5361930294906166
0.35249466366867355,0.7379955509618443,0.9239815517079542,0.8458926241129703,0.793642586848628,0.6910004452755352,0.9413516756939372,0.7626462114220016,0.8781885769561559,0.9713269835900674,0.03588175267464366,0.4193944297034353,0.8324056686867882,0.49715892406544304,0.02846537269188043,0.5081064024325338,0.7870945268899414,0.08245790563369748,0.38900703460574093,0.9246502223770773,0.22238553907129222,0.42520321668059013,0.6460768381479639,0.9785116668850762,0.4068103435313394,0.7324818417542961,0.3051570539817564,3576.0842587164143,57.568916564149234,7982.537246340245,2.4128686327077746
0.3475002480507883,0.20978455088961634,0.10294343301195308,0.3411061217913859,0.8177777788624208,0.2536040328243824,0.410994702069435,0.3210610046917024,0.3131371376581371,0.2403202831264717,0.048439855802212106,0.7506765335612928,0.570475647102324,0.37797358941366244,0.11801049145159748,0.2197049706349974,0.6630982247086966,0.7518058590589947,0.2808192625686836,0.5681287223778773,0.6023462099914865,0.35677227199235584,0.4345852044562505,0.9275448967308353,0.7479258766786541,0.17767234767831486,0.8122080365893323,6177.800871886404,45.83576539532844,51674.70735483638,2.680965147453083
0.570645227968141,0.8663973752313037,0.490421800143813,0.061555995424519505,0.0063180177502853985,0.8011216311646194,0.9319865218035159,0.24572922448305856,0.6254258578273716,0.3605736680453997,0.121050258980546,0.2873394317645932,0.4470988096034779,0.4115436153429035,0.3395361184193848,0.7050044804145082,0.3532098983621821,0.3541281500613106,0.4999530601661779,0.1095844567734835,0.4019760039990502,0.4760754128256537,0.9615322169428878,0.43729990073334457,0.1882702632922023,0.8719193598897402,0.3543989607569238,511.18803857804994,26.74740950386812,2493.8446091278593,2.1447721179624666
0.6470020305809359,0.9224278883021574,0.1847174433518356,0.0011087124283568617,0.9209544327714083,0.9731595434508633,0.05870158316552565,0.16979850181567757,0.2860923233827073,0.6933377471269373,0.6528360902181851,0.4686592477511967,0.571870012852347,0.45622923673780025,0.18259264214907311,0.9718667826832699,0.8682823701655397,0.8551050256158447,0.06192649504785108,0.6837761651958246,0.7981929215504742,0.3678971309243889,0.28002761074227933,0.2702062399000259,0.327872307843043,0.7872441186176534,0.31739392197953387,230.63262498853638,15.68530449048973,2090.871824518432,4.557640750670242
0.2877172505184097,0.32894159533293044,0.5263363146392951,0.2155731865837306,0.18055008038247766,0.9530751078768832,0.47513042996737154,0.1180028537617629,0.7017786708499606,0.7867346661019792,0.22024384995088275,0.29109951026086833,0.548016119417652,0.7479191567615371,0.05331256179160648,0.21967850060732863,0.3252975083424996,0.012410580729640186,0.7974630778042694,0.0660992675882397,0.3439617442667937,0.7993496344790276,0.8800024089769984,0.7183252492561767,0.7068087401363734,0.9848238647379499,0.8117433760083501,1353.4081232621552,21.984227786044688,8825.01264144087,3.753351206434316
0.35865379667378117,0.4785585320716299,0.7173270684868489,0.8720509284401251,0.28001485051989616,0.11100363676785385,0.3613312580174065,0.8788988466196082,0.7049765469121059,0.8231659154781705,0.8290859123877902,0.2057965092882732,0.8056296190401105,0.47807997032873384,0.49181299005055445,0.17512526204915646,0.25490426703141456,0.20111052319881817,0.4925872060339819,0.9585948416857746,0.499125655156447,0.18021779290401085,0.06333922532562608,0.987270681216851,0.8099335961971752,0.1536337526900231,0.9670011642041733,1095.455694516935,44.30904380784825,7773.597824057371,0.5361930294906166
