Aa,Sced,Cplx,Site,Resl,Acap,Etat,Rely,Data,Prec,Pmat,Aexp,Flex,Pcon,Tool,Time,Stor,Docu,B,Plex,Pcap,Kloc,Ltex,Pr,Ruse,Team,Pvol,Efforts-,Months-,Defects-,Risks-
0.7008656656630919,0.7525560411542241,0.2097690797628169,0.12762318082238044,0.8481030092933431,0.733328255778017,0.025219304066402493,0.3987656655323696,0.40861359458061974,0.32454362605886233,0.11576602670161718,0.36288794224380894,0.9292400730002164,0.030501061213873637,0.3533458396873268,0.7595175417634413,0.36861179600822636,0.06742708246582096,0.7757611954998844,0.2315057643756373,0.11763805585671294,0.6413120502326802,0.18838761492081535,0.12146616976874569,0.15447081221237802,0.6321651862810537,0.14910226014832662,2775.591713130341,41.77380079534387,6288.7319204542055,1.0723860589812333
0.7770164395590217,0.3863312960183295,0.17212849242908923,0.6936868247531874,0.19595667477064782,0.7229192125500239,0.6772055579021086,0.9307228760616895,0.9506224121235617,0.5777249178704448,0.04473749939526217,0.6413032608839415,0.4810745022340759,0.20026577461351547,0.492696482384527,0.9685754381401058,0.9581854295309762,0.7662714578585154,0.7130526809324289,0.5163949211989716,0.7369002772177072,0.9954754393263997,0.15925172512493957,0.0021915015183371356,0.07050611060438294,0.9731973614703728,0.11641116308429444,3103.4172664707803,61.91357873115244,12254.492388136467,2.9490616621983916
0.03963298911889912,0.5876878942982623,0.3759777915440622,0.8442542268938935,0.2350537341347334,0.24704334301219089,0.5219197022684648,0.4557436364133107,0.5004406806867491,0.007712372294956915,0.40284225660469064,0.09004146699589499,0.2513013853045666,0.5943841037938246,0.36476579702713985,0.5319859091613443,0.7520548435935392,0.8717513171810943,0.40838679000447997,0.4246410528978991,0.13071747549822532,0.4225347075461199,0.018039707499768243,0.8174067077148384,0.2612671887967415,0.7175429937524795,0.24436037142917777,3896.862868901337,38.04376457816112,23654.32558684201,2.1447721179624666
0.8703931288439886,0.965475410386483,0.2599500641694835,0.8745588428450064,0.14403383849626405,0.23456635180767038,0.339135990821841,0.8806269272203727,0.3855121041345303,0.9500833825852183,0.6912517842387647,0.5475729931323136,0.21526877277320922,0.5942748070678806,0.7128423577964759,0.6427030422943,0.46886389456982336,0.22010042381559558,0.8041979334915248,0.4109590696070611,0.7010562699267524,0.9469870992245242,0.4782482003318622,0.5476438274979428,0.9122146216632252,0.8599491081721146,0.7999729858544026,1970.5258837810416,35.35536960107458,19063.36364690694,0.8042895442359249
0.022256659794924416,0.004786651216861837,0.2781523819707524,0.5486291404427686,0.4268291393502236,0.2031501019463937,0.48174022680507944,0.2181385176706394,0.4635739073775005,0.16650853140755317,0.4493568924383454,0.45512377148632355,0.028867834756464927,0.5425362458311046,0.6045329821769483,0.31535123588025815,0.3973910800590753,0.464018427770738,0.5401228080925257,0.3864650726479312,0.727541282819096,0.03145952378948047,0.1836095755789675,0.6952405194170503,0.2588973964168151,0.6248291266182825,0.12984373612641797,2926.811029647905,29.08360034270948,10226.085073052402,6.434316353887399
0.4889195188423403,0.9240211318816656,0.5949630782240025,0.5410338604011926,0.16662386208072788,0.12296960114465239,0.7715091886964284,0.7673694783483846,0.4030805984468895,0.9597992404511474,0.5691196363870413,0.7177511278907108,0.6251381954616501,0.07736671755784219,0.4662356058463615,0.3739900958307022,0.655923821316082,0.9900163307580635,0.8463663928967877,0.5741572310197366,0.14344635967597053,0.3358595605624608,0.05712261021409759,0.4164364997366864,0.19713567537548116,0.5356504024382723,0.4861860896971729,6717.411931878439,44.01903979451717,34554.16398376643,3.753351206434316
0.08941352841073258,0.644526750392546,0.8729017388039022,0.25127775170852396,0.675812784837017,0.3155964263245764,0.6995423206556806,0.4053051334940505,0.8779742703346527,0.8990693272691511,0.969361406297008,0.34753663166108717,0.1832613600785974,0.13394416882524207,0.09107115399909615,0.6313333229585555,0.30110162289231635,0.876688635125638,0.9190949813943751,0.1510469193840751,0.5284727541728079,0.9364434581429594,0.8305410279269492,0.06003772778305172,0.5117194279501154,0.7720893993959326,0.23436480807385707,5454.79732456997,36.590121408831365,23896.61654643713,4.557640750670242
0.22085720443373336,0.9678086701141292,0.35823217223420356,0.13128885456599804,0.6816102083472225,0.5792565727805317,0.4216498622051261,0.5444092960023851,0.8816886259589061,0.10291423988102566,0.9697693031046207,0.5766169318374985,0.5862341879218592,0.14561216323415438,0.8199981007729215,0.9063357881403773,0.6115557349438289,0.08485801785770997,0.5616229781351725,0.5824188128765988,0.17138267262975293,0.4891569586596325,0.7977767219404468,0.9854445845567362,0.893922857678104,0.9129197134564307,0.5017368199833984,3852.10243110154,45.69955227229994,13615.60276676348,1.0723860589812333
0.7903174412709697,0.6520427014238128,0.8838146238142996,0.44477300241905915,0.0770122712899548,0.6281286068688784,0.34431957070782127,0.7855113916060738,0.6906571288712913,0.9911992638996729,0.16177724185348075,0.9818810195301506,0.2112975330633564,0.5317737462793485,0.8336656582681236,0.42001432657590954,0.5810530157098291,0.2735962789501831,0.1940988426848017,0.3841372998295416,0.6112106642744713,0.667879831854948,0.8114159329766106,0.24514402826610304,0.9578153868785279,0.445224460305953,0.2918524829605008,2264.4651078842758,50.04953810012954,9656.896837479479,3.485254691689008
0.6591314824968416,0.817262220869796,0.9597198492750367,0.7789135648722225,0.5537000976508474,0.6340967086945819,0.6148927096777227,0.5389906135398429,0.6432602987272568,0.02967052906204426,0.37868189405674546,0.6243564510351298,0.3449664977665612,0.9216138126997329,0.05926884701293533,0.19204597511287735,0.14322386466598347,0.5509569251705012,0.5486779325618452,0.6508576141800918,0.30972720208047344,0.1285635852194007,0.10714771319430905,0.5637647580808717,0.3897619014988014,0.7571576740547186,0.7344597740906366,2465.656513250073,31.92523846717635,4365.91398102696,4.825737265415549
0.37724349059479423,0.8226204285135735,0.7865933473522995,0.2593875057811862,0.7492611120902786,0.9874955848978509,0.4352267032531727,0.3836724257828601,0.23735573531101184,0.1662977723786968,0.6153166181925576,0.10767804643691115,0.12482178043965275,0.14920903490836268,0.12633240059762918,0.7684621770188116,0.860024779672974,0.8402689093100866,0.6193963799365084,0.08300069424540713,0.7103133060461444,0.8447884969965607,0.9340060210422689,0.47254349675586205,0.3725685770110434,0.33325895390802107,0.8918771754098621,2716.8060977119558,44.11010217189143,25933.644971218906,3.753351206434316
0.7755135360212594,0.9972847463962407,0.02009336497287073,0.4326375117741148,0.6252294866105929,0.4114113043901382,0.986498324792037,0.001500650748495258,0.27183146437204786,0.7198131380025116,0.14993883036682298,0.9036607457357616,0.4312016628045191,0.9034560945320738,0.4274522763563733,0.44452738182376383,0.27019226822247877,0.9727696668820884,0.4030181327264054,0.6139348198130173,0.5445028624858828,0.3910682915338548,0.12235679402895827,0.07947912026788728,0.6064174198978513,0.4209309181758141,0.24513266089432162,1483.077091857421,24.896469928220952,24369.996890945713,2.9490616621983916
0.1162177836708016,0.6739207780232573,0.9502014130613902,0.7337145329846131,0.5722795891921897,0.3016174249223733,0.9767921379985245,0.21929909991018826,0.20052314433988183,0.024840158614415686,0.6844825201296739,0.1606679315992846,0.17473256439633356,0.5591998546473547,0.5317561121864983,0.06295005930803921,0.8317989869242587,0.6079737670648729,0.9265492079473824,0.19685309736525158,0.5539434023728816,0.30010252658227576,0.5828650513048561,0.02750127635251365,0.501214629798683,0.19304786253585182,0.9283617400475525,255.31670635328578,15.865945718403594,4604.272864143926,3.485254691689008
0.42777417300413734,0.4460522666162038,0.15523300035318255,0.896765970971638,0.8793252826721637,0.5303325069378538,0.5297868523754625,0.860768935528964,0.953352068613034,0.2228227635175395,0.41068747516173687,0.16796874568535547,0.5631879148073732,0.3647351142969014,0.34321731034452996,0.8836431354434988,0.269759807155569,0.19114176109818692,0.4135329237028965,0.6317640584081696,0.9421829048728662,0.35090238523597295,0.19773062782905215,0.04807636417014283,0.8133571506846318,0.7385348761754044,0.11377650667410844,3123.924537948008,34.81985763162871,15864.185536753004,2.680965147453083
0.1422261660506151,0.2921593288485572,0.10699014307156174,0.9151322793730281,0.9564424955853693,0.5844185885059073,0.9780104053973006,0.8303491646299354,0.20899585774551577,0.9476409873650986,0.24001565131653768,0.7969679126237882,0.6661387857682998,0.13665449100123328,0.644334877731908,0.8156547585331404,0.3509976266663396,0.9739523686393056,0.1591699347056218,0.5267606457085107,0.7746259545729685,0.26930146149205203,0.7485850752586961,0.9882656855526332,0.06495557654458162,0.20158286369343015,0.2620969969389024,2553.0628531503844,56.22928861579744,15688.467286531151,2.1447721179624666
0.45475943035061583,0.7557443690635051,0.20020492251684918,0.5235640956470325,0.5594664461152289,0.15565339471417972,0.27597645078409283,0.5752766267980246,0.6325581700452717,0.04879553280567528,0.459314813007369,0.7373752142071949,0.10736646808765504,0.2296951300078245,0.759121712887548,0.17933578070284173,0.4880833304764536,0.32216345633600263,0.5954940080343883,0.33798207644119804,0.4350957392165651,0.1774469083271618,0.5780679369000798,0.307665521655237,0.6670093035255905,0.9144419195429667,0.599259006604752,2699.358301144339,39.62250287868241,6378.140692414472,2.4128686327077746
0.583511681275874,0.9993843065047298,0.6477260840123988,0.14298201573880898,0.1536322241348057,0.2801311837281796,0.35814150359445485,0.5167694657297036,0.8907498741876934,0.034410810818624626,0.07409490324728218,0.6104384654949725,0.9665318563484673,0.551218585254612,0.9608649009735386,0.5883066715944476,0.1480080367446549,0.5647398315222987,0.8084129138065782,0.24596892410160753,0.5195268524094238,0.4166494327230448,0.09671438171927904,0.07520327465801757,0.673954953145113,0.38798687901549855,0.03588248925298143,1947.9463977757264,50.50903327694394,10724.700700757065,1.0723860589812333
