X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0-,Y1-,Y2-
0.9245859363697193,0.8001473538915626,0.7133546904067943,0.8358754375235213,0.7128169698263315,0.8088311517687612,0.39818776970898084,0.6349325688402161,0.5758911461616395,0.24861391968965052,0.9245859363697193,0.8001473538915626,19.54442891568096
0.13216899973729834,0.70945116801528,0.26391021432380835,0.0960918571076701,0.7309842061942562,0.26202271611622063,0.5802635283615595,0.9537519479376756,0.3770526707478409,0.35043789657793156,0.13216899973729834,0.70945116801528,16.953738265394694
0.11233995937576613,0.17072578238595737,0.4566990565300807,0.3919515958327868,0.2178899200612442,0.4233333893046405,0.7289428613547871,0.3267321740735246,0.6162935871998861,0.7502812583266518,0.11233995937576613,0.17072578238595737,18.651818103042643
0.7634314748932512,0.813433970312414,0.6763295047834956,0.8603370907199696,0.8155154234908504,0.8278092533898237,0.5608202383055453,0.06402974435200282,0.7230281944963588,0.6288525252047773,0.7634314748932512,0.813433970312414,20.424239441035372
0.6103187202097436,0.4319750712879158,0.9837741281519051,0.4244505236528019,0.4403295601278294,0.9214559561386577,0.2567418061991452,0.31777295010655904,0.4180522776323048,0.33769775265002666,0.6103187202097436,0.4319750712879158,19.451428537728766
0.8180744936324849,0.9752338194832696,0.9239295682384013,0.5437408017508906,0.13329342941922062,0.9019465243855598,0.0015360732664242427,0.11764373115041138,0.5932860062022348,0.7912963170400539,0.8180744936324849,0.9752338194832696,16.69400819059125
0.7522274269528995,0.6413404791164394,0.2540755120178062,0.17644661179311472,0.3894253544106724,0.7174601342521902,0.7064069508701767,0.982112257695865,0.6885223794841084,0.3302188855275898,0.7522274269528995,0.6413404791164394,18.54086791851646
0.4436182167791076,0.16855696274051712,0.9991571139682051,0.5900123347430062,0.7955120425294194,0.16422250869768007,0.4765061287390999,0.6249083661121141,0.4399591777218035,0.9338129112553352,0.4436182167791076,0.16855696274051712,22.5580461114905
0.877938170294924,0.5198225021397872,0.6036917596266524,0.6953107635271657,0.962366498405735,0.6341711532980795,0.07357677729021694,0.658453383195112,0.5103109596577463,0.16978444521269265,0.877938170294924,0.5198225021397872,18.849892737521895
0.7573062721533206,0.3426732296864763,0.8068958306976323,0.2951435913487406,0.18796503075257476,0.7815166246803358,0.5469024915184318,0.7787711774030321,0.509588425952053,0.9492027748692656,0.7573062721533206,0.3426732296864763,20.748025972488243
0.0843282457086606,0.3096860279837036,0.9810212826735388,0.9486439343221129,0.0027168844280716087,0.4577442725345162,0.3021359936769562,0.9191485020124789,0.7895202307268916,0.3910470310045929,0.0843282457086606,0.3096860279837036,21.650276399231497
0.1429326964597477,0.9189971793515269,0.2848372035929221,0.6851532736363648,0.17678220847762205,0.7896965177932291,0.7400264108621786,0.6123434187516933,0.6360978788096925,0.9646234671782634,0.1429326964597477,0.9189971793515269,20.665564390878608
0.4246563073966799,0.5141441336661948,0.19275493993343484,0.9990477330509313,0.695534065638996,0.2870104155633393,0.7311334190115052,0.9167697570360226,0.624719854121435,0.28326583873005273,0.4246563073966799,0.5141441336661948,21.857344925126622
0.0374467746151852,0.2382588253345469,0.7963546621441205,0.9019774421782124,0.5449157443699896,0.347176299853732,0.5495411163114654,0.22419052421573893,0.9591239505622113,0.5027759722435828,0.0374467746151852,0.2382588253345469,21.81324008961907
0.24610831353886597,0.3025561513767465,0.639009023008024,0.2659779716242511,0.5540541945112458,0.32422865173207216,0.018662425316192888,0.3664558488888392,0.2265960220277209,0.4802040149271002,0.24610831353886597,0.3025561513767465,14.888269883614344
0.8643476794532002,0.8454705281052137,0.7070554541918713,0.758051688697852,0.9734733678977646,0.08355272274991776,0.8850706579678125,0.699937611245361,0.5457863942093506,0.8816641703437642,0.8643476794532002,0.8454705281052137,21.30180064048589
0.6732885062707429,0.7143669123779829,0.6007940677119868,0.41833890834185417,0.9217177305324159,0.20617114405982684,0.533639257930381,0.6915536451222369,0.7053400074043696,0.919331371939574,0.6732885062707429,0.7143669123779829,21.124398398418528
0.26068528337849006,0.24572211609378325,0.3741384740585668,0.6687648915917029,0.19840802248382539,0.48669486473380796,0.30151011616277823,0.659426618710095,0.6945863971285045,0.4379128945888281,0.26068528337849006,0.24572211609378325,18.045479972312908
0.06173638523368585,0.39069261443162084,0.718594821289473,0.5322417126954195,0.735802254178755,0.5063755885976268,0.13482271008509517,0.8232825316664775,0.7279164661699694,0.8657892965058088,0.06173638523368585,0.39069261443162084,22.74099773219695
0.946947153371767,0.5663753971172735,0.17975261048858848,0.40594254307495337,0.7400101190576303,0.30546715708948546,0.6454644346129645,0.3560658032460362,0.33613992674924853,0.5904473817732694,0.946947153371767,0.5663753971172735,16.504400553568598
