Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.9240542367943603,0.8220773385186168,0.7168858459980556,0.3082301053906936,0.8844308051417393,0.9585629737342514,0.4640410658833397,0.8222732405018924,0.35895041959663965,1.0,0.8126405323876368,0.06747638326585699
0.2427213724960452,0.26324705286090766,0.11851291909443096,0.28347307579553815,0.8409445556631516,0.7751659576395975,0.9935554958019677,0.8731356996419827,0.8507890094929269,0.38510553942099973,0.8354380982525788,0.018876828692779676
0.2344972771369842,0.9231546534841928,0.5722550469199563,0.7682789756228021,0.5193866970500499,0.2716187187908389,0.6284123900939806,0.5276339724200434,0.734564233383621,1.0,0.7938661142747512,0.6771792203634035
0.7811950147615536,0.8130727150771193,0.2994191119510351,0.5728932266106546,0.769289482245867,0.5434403679470101,0.5462508759417143,0.8270846640142588,0.855247999033187,0.7119485883335657,0.9197638128303368,0.5764261578215066
0.635451614526846,0.33928391588297824,0.6869834788208254,0.25250997258364904,0.7711685371385525,0.8221253472014481,0.855784291166465,0.17043522668028566,0.1505447098780739,0.6748647238627263,0.9127103802361842,0.4812524159257827
0.042437226646693915,0.3468202839866431,0.5017551825317478,0.5587805914581483,0.1431234393203894,0.9793006605887369,0.5139912048570446,0.8161274940484688,0.8957435460357287,0.7384842892790892,0.8078086889876332,0.03652134215932442
0.10747874879118624,0.4019010351718566,0.8974644210299941,0.46909745187149454,0.8372743392934658,0.8178317712732056,0.35507818200097285,0.8832140238228096,0.3023477072859525,0.8226076199107526,0.8450023880024822,0.5403377110694183
0.03301446512956996,0.26134593211579604,0.9256736122833567,0.2264629068760099,0.21754689443030328,0.661315437709603,0.8610022787307171,0.8403739258833943,0.3232785985140588,0.9295449899955667,0.7840484327607432,0.2591438412333935
0.08273340344216895,0.17000119410643355,0.36643975595647293,0.10454850500025892,0.25462763126696597,0.18553760393174645,0.7477194952147991,0.5320851880023589,0.8469747937284952,0.5059235787138944,0.7648407249666223,0.08749544294567996
0.6367678325129025,0.37249771448128355,0.6569391608143832,0.8031263185049294,0.9941786650257235,0.42709295804712366,0.5197492407638676,0.21018797308530046,0.5152415189435521,0.8031599893220701,0.6840801490220788,0.5810281672350638
0.23894513445264864,0.9055902957979847,0.9290782409993543,0.7157694103512845,0.9507910333301117,0.12192588507524094,0.011767969385196086,0.30952218255294883,0.31094183633202777,1.0,0.6889923508778961,0.5885389778007227
0.6006962186488959,0.028336519295844687,0.444082802793741,0.2254828549234249,0.9969657369228837,0.46630596277364345,0.6007333246604566,0.6198442566917098,0.05389378810838097,0.40445460066439315,0.8266084378447021,0.05547337278106506
0.12553338447223328,0.30312901509704504,0.8767893263556118,0.4027726032089274,0.45587259006512226,0.7979263886037791,0.9452055622481255,0.6561880852115097,0.6283163124465402,0.978428303548294,0.7728618428590867,0.7665567341117747
0.6796090851897747,0.4620993027459893,0.2082213788609254,0.04490246186223734,0.6725881235440994,0.03252123856612921,0.7896155914246424,0.8822717568132821,0.5511903171034335,0.47156093121961185,0.8252566715936259,0.08567703482957724
0.7704443748103815,0.2704098977449313,0.9942653567733136,0.5510674912783207,0.9942771799666021,0.41987263978146094,0.13340160230180653,0.9237925839492908,0.47534397605456424,0.7789390487530584,0.8825270534136281,0.43371522094926346
0.0789543868840884,0.9656697156490981,0.6409042618988906,0.008711943170957137,0.33969946352595015,0.9719268860935277,0.8474929461541675,0.8187435536890721,0.05829830698817051,1.0,0.9115922539590847,0.7440376217668795
0.011634624106809932,0.9974291721179293,0.8360797709405827,0.6223472605393283,0.8058919293910554,0.12887509693539423,0.9258342486991646,0.4820306806512994,0.26466637451105857,1.0,0.7962315003703974,0.742001361470388
0.770111324679231,0.6990146759212327,0.7178714670847897,0.1607647177114372,0.7646449136740048,0.5694147940209183,0.08451560202240216,0.7415982923243624,0.2832481050633574,0.847314441181723,0.8695308896462839,0.4755244755244755
0.40857800238624964,0.3500887511981293,0.8945471150983799,0.00832042945514433,0.6632808572578764,0.3384454788898329,0.08813420043308196,0.9037627022445841,0.4387848267544816,0.6846296879920684,0.8138517678225272,0.3095684803001875
0.3637155881306747,0.4523819210956749,0.15548290634412376,0.3173906544230499,0.21921663213517262,0.38404805409422604,0.8500638171435357,0.29410285013987525,0.7520239258353474,0.4205309484478353,0.6375374571652496,0.8993422933943379
0.5870062443468598,0.6206617074031611,0.019413120746308743,0.37025643613844395,0.3542963217136056,0.6687815427405241,0.7396497860915435,0.11233520825324617,0.02421441637322519,0.26253183698169197,0.8670170645506066,0.0282656975570362
0.1559893477381642,0.7990477992670816,0.0805242314291944,0.17532913657402793,0.11462052187020677,0.8132666055399722,0.2347004191593587,0.8619744197139405,0.9030445126934705,0.4251029217621714,0.8545523305534733,0.5955334987593052
0.7243035547158795,0.6521594172767187,0.41043508397526896,0.6450930293218351,0.16258225183640196,0.4165432644892223,0.8868713315974986,0.49846086064440365,0.9426987220613624,0.8508229368352264,0.7964105187480212,0.21060146350169548
0.011118415652127567,0.8347245969993087,0.026262869286517554,0.6614775285142337,0.6656819841590944,0.4263340588460539,0.36478944245871747,0.04117645987641971,0.7993811312277856,0.3200543680289981,0.7866719142170022,0.4284323271665044
0.8346299736527205,0.2611375505476189,0.31652420307870477,0.412488423048587,0.059579483867809646,0.9623694073210229,0.08763599791413201,0.6310648882478718,0.32814518852466834,0.39148386341753794,0.797708250278453,0.37919826652221017
0.933711260906916,0.43668802067795365,0.6339729814245758,0.7595138029026629,0.6770299323585398,0.10610480409395306,0.8675153911610312,0.5091774608855408,0.4866910859127028,0.7670624513966843,0.8307646769415559,0.004978839930296182
0.4268725635307641,0.8360624678812395,0.9002069147503238,0.6105621013428686,0.8689390207943,0.39174088503656446,0.8686066422493725,0.6539360315388557,0.07030974279598423,1.0,0.7651899131875164,0.35172064777327927
0.48385720118059417,0.763353922038239,0.2542681890710342,0.22145447657271944,0.4681528086611043,0.2801851258718898,0.32389669729594217,0.7715677288881939,0.23688857482158654,0.3928284950561974,0.7868757222559666,0.32182103610675034
0.4810620745366062,0.30074058472590703,0.35583237173374505,0.7560798554736908,0.8835877233482081,0.6652570803307407,0.0777681470529058,0.5347308702761141,0.19539273543399482,0.3911323179898268,0.8279488269623297,0.3161222339304532
0.9282696214806777,0.5611909917319675,0.665110864272573,0.5235836177016769,0.1677432767907031,0.23084274525788206,0.5881438222665137,0.709671411650671,0.20917922088436036,1.0,0.8143580535853525,0.7649333906317146
0.21547259975222155,0.6408689911107944,0.6764057869409688,0.35146379001425065,0.19840246726929023,0.44036086919462203,0.2445866652109292,0.49383078614931075,0.8156293550424756,0.984711169286344,0.819929467313524,0.17482517482517484
0.8619118761327093,0.5343808186488537,0.9115590584027322,0.7300879496728259,0.7997205550489626,0.04108230570917337,0.8864336012683195,0.11468606586785446,0.36800984386780267,1.0,0.8465122277414803,0.05355404089581299
0.21989699264975449,0.7582754109276313,0.09937770388077816,0.054038269312347564,0.052413987916679394,0.8646364836571102,0.378500643639453,0.524684314022928,0.1273878508855385,0.2775925384520061,0.8484809171914964,0.2709240445089501
0.13365040999938538,0.5526328510230979,0.6456050438408875,0.22079995527618668,0.5380703753883923,0.03732869751138623,0.3241530694580381,0.8152812609621837,0.3054619304128501,0.6456164201478646,0.8455141309219022,0.5362272582189594
0.42817582677263777,0.3419177147641841,0.1074997774750458,0.2663991951032465,0.9658115668734116,0.7079685182990475,0.9573816071408332,0.41478344180088633,0.6034489376159158,0.3679810267286794,0.8023923377072301,0.619885433715221
0.7171226905808806,0.2841522427285742,0.49042573882148643,0.5193775358492092,0.10861466860091173,0.9525181104702699,0.9294164654890679,0.3862530407712236,0.28999148479444437,0.5855578726646963,0.6605755333771899,0.8938943193086839
0.07974476185223833,0.18816106837856028,0.8931766545776294,0.7006609234212879,0.14206316146628273,0.7039203644910722,0.8129115488942636,0.7890128791501577,0.02553659521138063,0.754349595060397,0.756728044676419,0.697917657126557
0.8004827094693528,0.6471078980995674,0.7921074618414932,0.17221873738615945,0.8688012079072175,0.930299643706337,0.33087208830225523,0.1811317697198972,0.3046754377003731,0.8365722750607277,0.9249930302315373,0.6516627477326167
0.9979675900337555,0.8009479837593608,0.9080181348996564,0.7166111903432227,0.8837472534937962,0.11571222829716865,0.8377388962749751,0.5479660777259686,0.7432242226646796,1.0,0.8262060538246008,0.7200600050004166
0.7260436055490369,0.6336348492730535,0.36704824387091906,0.5940720579822686,0.4316920174228569,0.12205279079118614,0.6647006293516307,0.6357081628296155,0.611240211914056,0.8183956778338669,0.8081655263178199,0.45794672253816227
0.25771632995708205,0.41942261674989856,0.7485382050526608,0.5264366940725211,0.29239098363774463,0.549604448591174,0.7991540182608774,0.4980420884686426,0.7498091387332769,0.9760085591753325,0.7754374232510691,0.8022226080916826
0.7943614842434662,0.4007729056905739,0.5850608355420588,0.9826432653958288,0.6484776729078234,0.9754044362146143,0.39341408289041824,0.8801986030162549,0.26793519608662786,0.547563544994584,0.9546864514648258,0.0
0.12019483534573361,0.19359203158943616,0.3340522783012445,0.6700506746390316,0.36626237467744127,0.4175481930938475,0.9549772997694134,0.7086087363406307,0.6473312540253496,0.5024843935814194,0.788987992379826,0.7249788155540909
0.3732337471210526,0.19452977101086222,0.21413391851964758,0.2395143392521778,0.9584203180032199,0.3892761531032163,0.7029529362931026,0.33379911797337525,0.056297891147003565,0.3833306033278831,0.634247612467819,0.988128731215261
