Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.8938224596254286,0.22399945217286,0.7955472808542714,0.06177802329823645,0.3344642472708419,0.4400483056725193,0.7840562684958529,0.8614332283996914,0.17772402366997087,0.35035135961535463,0.1600413677721037,0.7384615384615384
0.3164211463484071,0.5003520527660871,0.5733794184305985,0.8434674551393158,0.8525796235668666,0.5584690484007662,0.10177511386064564,0.9372851066560565,0.29188430648557306,0.14192893165509057,0.143712541042136,0.923076923076923
0.9619471139591803,0.5193676752894253,0.4099523268129476,0.02328994190669531,0.4384332768602175,0.6270996470245357,0.23971299612483565,0.3697733770213655,0.4083668318313862,0.2588982211017495,0.20347528308648166,0.8391608391608391
0.52774922589496,0.636360772168373,0.7485398811566301,0.9748405453363433,0.5019957415899842,0.9695565344342464,0.7212721701503477,0.47497392054967724,0.7633511467177201,0.5849060713922961,0.20928392243597868,0.5944055944055944
0.34982755172493807,0.5100399052706281,0.8708789951595143,0.34109569528804107,0.05225672378423074,0.12937068750766423,0.13221949754732443,0.457617512196969,0.7541767404344805,0.44065928798498966,0.026060338627958028,0.6923076923076922
0.7263585419219593,0.37230703490979067,0.4856151215627599,0.9115292135991221,0.9896932287480581,0.3887473200967285,0.9278730832029995,0.8330208514078089,0.2693400596404545,0.36882577082148943,0.13493128354937942,0.6954689146469969
0.6639568633347319,0.07311146129113122,0.29327783165227406,0.9825107724201345,0.5121969690688023,0.5130721346080932,0.7507067563786923,0.5857505229268445,0.8848571680340527,0.219388958444747,0.13388669083497165,0.5253283302063789
0.1107391781804622,0.42597621463446644,0.21607336341784222,0.6746426953863671,0.627334693552216,0.2788866871362614,0.4412896102240075,0.3422618603784623,0.8901533743552467,0.17120179262022955,0.045546615073172834,0.4895104895104896
0.2514545258592318,0.6158829621632658,0.22753883151418108,0.07835312193990462,0.31152015975975667,0.6744963626685068,0.25211310410708554,0.33567866760502874,0.901718372067649,0.20208500418801395,0.10257603343052861,0.27972027972027963
0.48943730418407105,0.8266463440148898,0.17744841105682496,0.5833516719482504,0.7080460145290325,0.03887287388594818,0.8077188063198874,0.406197163826286,0.4711444323919266,0.2511449272368857,0.03352071301082457,0.45397225725094575
