N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.33457943925233646,0.5641025641025641,0.40000000000000013,54.55,11.07,35.714285714285715,40,squared_error,3,2.75,10
0.05124610591900311,0.44483294483294483,1.0,36.36,8.0,57.14285714285714,190,squared_error,18,4.25,6
0.3618380062305296,0.8166278166278167,0.40000000000000013,56.3,17.57,35.714285714285715,130,squared_error,1,0.75,15
0.047196261682243015,0.4518259518259518,1.0,36.1,8.18,57.14285714285714,170,squared_error,17,4.25,13
0.12632398753894084,0.6041181041181042,0.6000000000000001,41.18,12.1,42.857142857142854,180,absolute_error,17,6.75,14
0.052024922118380015,0.4432789432789433,1.0,36.41,7.96,57.14285714285714,200,squared_error,19,4.25,1
0.3046728971962618,0.6056721056721057,0.40000000000000013,52.63,12.14,35.714285714285715,130,squared_error,3,2.5,17
0.04283489096573209,0.45998445998446,1.0,35.82,8.39,57.14285714285714,30,poisson,6,9.25,10
0.14283489096573213,0.5881895881895882,0.6000000000000001,42.24,11.69,42.857142857142854,190,absolute_error,8,8.25,2
0.22398753894081005,0.3655788655788656,0.6000000000000001,47.45,5.96,42.857142857142854,90,squared_error,8,5.5,4
0.05498442367601249,0.45648795648795654,1.0,36.6,8.3,57.14285714285714,80,squared_error,13,6.0,17
0.04890965732087229,0.4491064491064491,1.0,36.21,8.11,57.14285714285714,10,poisson,1,5.5,9
0.21619937694704058,0.42307692307692313,0.6000000000000001,46.95,7.44,42.857142857142854,190,squared_error,9,3.5,5
0.2763239875389409,0.653846153846154,0.40000000000000013,50.81,13.38,35.714285714285715,40,squared_error,1,0.25,19
0.05031152647975074,0.4467754467754468,1.0,36.3,8.05,57.14285714285714,120,poisson,5,6.5,10
0.05716510903426795,0.43473193473193483,1.0,36.74,7.74,57.14285714285714,150,poisson,2,6.25,9
0.05077881619937692,0.4456099456099456,1.0,36.33,8.02,57.14285714285714,180,poisson,19,0.5,6
0.18364485981308412,0.3908313908313909,0.6000000000000001,44.86,6.61,42.857142857142854,190,squared_error,10,3.75,2
0.2714953271028038,0.7132867132867133,0.40000000000000013,50.5,14.91,35.714285714285715,160,squared_error,1,4.5,8
0.07523364485981307,0.41336441336441343,1.0,37.9,7.19,57.14285714285714,180,poisson,10,1.25,10
0.1305295950155764,0.6002331002331003,0.6000000000000001,41.45,12.0,42.857142857142854,40,absolute_error,5,9.5,16
0.05311526479750774,0.44599844599844607,1.0,36.48,8.03,57.14285714285714,190,poisson,1,2.75,14
0.27897196261682244,0.3745143745143746,0.6000000000000001,50.98,6.19,42.857142857142854,200,squared_error,9,5.0,5
0.04875389408099693,0.4491064491064491,1.0,36.2,8.11,57.14285714285714,140,poisson,5,6.0,3
0.05358255451713393,0.44094794094794104,1.0,36.51,7.9,57.14285714285714,60,squared_error,20,6.0,3
