XN_MRE,XN_ACC,XN_PRED40,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.5054282267792523,0.3677121416201655,0.0,75.4,2.19,0.0,40,squared_error,3,2.75,10
0.47084841174105363,0.470848566480662,0.6666666666666666,73.68,7.55,25.0,190,squared_error,18,4.25,6
0.5054282267792523,0.5483933038291322,1.0,75.4,11.58,37.5,130,squared_error,1,0.75,15
0.4485323683152391,0.47739080238599196,0.6666666666666666,72.57,7.89,25.0,170,squared_error,17,4.25,13
1.0,0.3255724456417164,1.0,100.0,0.0,37.5,180,absolute_error,17,6.75,14
0.5114595898673101,0.4589186068885896,0.0,75.7,6.93,0.0,200,squared_error,19,4.25,1
0.5313630880579011,0.44929767173369256,0.0,76.69,6.43,0.0,130,squared_error,3,2.5,17
0.378367511057499,0.4985568597267655,0.6666666666666666,69.08,8.99,25.0,30,poisson,6,9.25,10
1.0,0.3255724456417164,1.0,100.0,0.0,37.5,190,absolute_error,8,8.25,2
0.4905508644953759,0.46507600538772376,0.6666666666666666,74.66,7.25,25.0,90,squared_error,8,5.5,4
0.44551668677121037,0.47835289590148167,0.6666666666666666,72.42,7.94,25.0,80,squared_error,13,6.0,17
0.49296340973059916,0.464306330575332,0.6666666666666666,74.78,7.21,25.0,10,poisson,1,5.5,9
0.45014073180538816,0.4770059649797961,0.6666666666666666,72.65,7.87,25.0,190,squared_error,9,3.5,5
0.5745878568556495,0.3746392149316914,0.3333333333333333,78.84,2.55,12.5,40,squared_error,1,0.25,19
0.45697627663852025,0.4748893592457187,0.6666666666666666,72.99,7.76,25.0,120,poisson,5,6.5,10
0.41998391636509863,0.48585722532230136,0.6666666666666666,71.15,8.33,25.0,150,poisson,2,6.25,9
0.4887414555689585,0.4654608427939196,0.6666666666666666,74.57,7.27,25.0,180,poisson,19,0.5,6
0.5331724969843185,0.4525687896863576,0.0,76.78,6.6,0.0,190,squared_error,10,3.75,2
0.5128669079211902,0.497017510101982,0.0,75.77,8.91,0.0,160,squared_error,1,4.5,8
0.4817048652995577,0.46757744852799693,0.6666666666666666,74.22,7.38,25.0,180,poisson,10,1.25,10
1.0,0.3255724456417164,1.0,100.0,0.0,37.5,40,absolute_error,5,9.5,16
0.5154804985926821,0.457764094670002,0.0,75.9,6.87,0.0,190,poisson,1,2.75,14
0.481503819863289,0.4677698672310949,0.6666666666666666,74.21,7.39,25.0,200,squared_error,9,5.0,5
0.4505428226779253,0.47681354627669814,0.6666666666666666,72.67,7.86,25.0,140,poisson,5,6.0,3
0.44008845999195834,0.4798922455262652,0.6666666666666666,72.15,8.02,25.0,60,squared_error,20,6.0,3
0.48773622838761554,0.46584568020011546,0.6666666666666666,74.52,7.29,25.0,100,poisson,6,3.5,2
1.0,0.3255724456417164,1.0,100.0,0.0,37.5,110,absolute_error,12,3.5,11
0.4702452754322478,0.47104098518375986,0.6666666666666666,73.65,7.56,25.0,60,squared_error,17,1.5,18
1.0,0.3255724456417164,1.0,100.0,0.0,37.5,120,absolute_error,2,2.5,11
0.994973864093285,0.32691937656340203,0.0,99.75,0.07,0.0,170,absolute_error,13,8.0,18
0.4752714113389627,0.4695016355589764,0.6666666666666666,73.9,7.48,25.0,30,squared_error,11,6.75,1
0.4047044632086852,0.490475274196652,0.6666666666666666,70.39,8.57,25.0,10,squared_error,1,6.75,5
0.456172094893446,0.4750817779488167,0.6666666666666666,72.95,7.77,25.0,150,squared_error,12,1.5,1
0.44672295938882195,0.47796805849528584,0.6666666666666666,72.48,7.92,25.0,20,squared_error,16,2.25,3
0.5325693606755126,0.4527612083894555,0.0,76.75,6.61,0.0,50,squared_error,4,4.5,7
0.45737836751105765,0.4746969405426208,0.6666666666666666,73.01,7.75,25.0,150,squared_error,14,5.5,18
0.49537595496582243,0.47623629016740426,0.6666666666666666,74.9,7.83,25.0,120,squared_error,1,4.75,3
0.9939686369119421,0.3271117952664999,0.0,99.7,0.08,0.0,140,absolute_error,8,6.25,14
0.4559710494571773,0.4752741966519146,0.6666666666666666,72.94,7.78,25.0,80,squared_error,16,9.25,20
0.9947728186570164,0.32691937656340203,0.0,99.74,0.07,0.0,160,absolute_error,1,7.0,9
1.0,0.3255724456417164,1.0,100.0,0.0,37.5,50,absolute_error,9,2.0,5
