N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.9219175885842553,0.39849624060150374,0.0,115.0,-0.42,0.0,40,squared_error,3,2.75,10
0.9227192560525894,0.39097744360902253,0.0,115.1,-0.43,0.0,190,squared_error,18,4.25,6
0.9217572550905885,0.39849624060150374,0.0,114.98,-0.42,0.0,130,squared_error,1,0.75,15
0.9245630912297579,0.39097744360902253,0.0,115.33,-0.43,0.0,170,squared_error,17,4.25,13
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,180,absolute_error,17,6.75,14
0.9303350970017636,0.3759398496240601,0.0,116.05,-0.45,0.0,200,squared_error,19,4.25,1
0.9246432579765914,0.39097744360902253,0.0,115.34,-0.43,0.0,130,squared_error,3,2.5,17
0.9211960878627545,0.39849624060150374,0.0,114.91,-0.42,0.0,30,poisson,6,9.25,10
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,190,absolute_error,8,8.25,2
0.9244829244829245,0.39097744360902253,0.0,115.32,-0.43,0.0,90,squared_error,8,5.5,4
0.9224787558120892,0.39849624060150374,0.0,115.07,-0.42,0.0,80,squared_error,13,6.0,17
0.8987493987493987,0.45864661654135325,0.0,112.11,-0.34,0.0,10,poisson,1,5.5,9
0.9193522526855861,0.40601503759398494,0.0,114.68,-0.41,0.0,190,squared_error,9,3.5,5
0.950376783710117,0.32330827067669166,0.0,118.55,-0.52,0.0,40,squared_error,1,0.25,19
0.9320987654320988,0.36842105263157887,0.0,116.27,-0.46,0.0,120,poisson,5,6.5,10
0.9338624338624338,0.36842105263157887,0.0,116.49,-0.46,0.0,150,poisson,2,6.25,9
0.9355459355459356,0.3609022556390977,0.0,116.7,-0.47,0.0,180,poisson,19,0.5,6
0.9202340869007537,0.39849624060150374,0.0,114.79,-0.42,0.0,190,squared_error,10,3.75,2
0.9261664261664262,0.38345864661654133,0.0,115.53,-0.44,0.0,160,squared_error,1,4.5,8
0.9256854256854257,0.38345864661654133,0.0,115.47,-0.44,0.0,180,poisson,10,1.25,10
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,40,absolute_error,5,9.5,16
0.9227192560525894,0.39097744360902253,0.0,115.1,-0.43,0.0,190,poisson,1,2.75,14
0.9365079365079365,0.3609022556390977,0.0,116.82,-0.47,0.0,200,squared_error,9,5.0,5
0.931537598204265,0.36842105263157887,0.0,116.2,-0.46,0.0,140,poisson,5,6.0,3
0.9211960878627545,0.39849624060150374,0.0,114.91,-0.42,0.0,60,squared_error,20,6.0,3
0.9206349206349207,0.39849624060150374,0.0,114.84,-0.42,0.0,100,poisson,6,3.5,2
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,110,absolute_error,12,3.5,11
0.9219175885842553,0.39849624060150374,0.0,115.0,-0.42,0.0,60,squared_error,17,1.5,18
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,120,absolute_error,2,2.5,11
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,170,absolute_error,13,8.0,18
0.9493346160012828,0.32330827067669166,0.0,118.42,-0.52,0.0,30,squared_error,11,6.75,1
0.9029180695847363,0.44360902255639095,0.0,112.63,-0.36,0.0,10,squared_error,1,6.75,5
0.9265672599005933,0.38345864661654133,0.0,115.58,-0.44,0.0,150,squared_error,12,1.5,1
0.9556677890011224,0.30827067669172925,0.0,119.21,-0.54,0.0,20,squared_error,16,2.25,3
0.924001924001924,0.39097744360902253,0.0,115.26,-0.43,0.0,50,squared_error,4,4.5,7
0.9364277697611032,0.3609022556390977,0.0,116.81,-0.47,0.0,150,squared_error,14,5.5,18
0.9391534391534392,0.3533834586466165,0.0,117.15,-0.48,0.0,120,squared_error,1,4.75,3
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,140,absolute_error,8,6.25,14
0.9182299182299183,0.40601503759398494,0.0,114.54,-0.41,0.0,80,squared_error,16,9.25,20
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,160,absolute_error,1,7.0,9
0.0,0.7142857142857142,1.0,0.0,0.0,75.0,50,absolute_error,9,2.0,5
