N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.9070714285714285,0.841343910405973,0.0,126.99,-6.8,0.0,40,squared_error,3,2.75,10
0.9039285714285714,0.8420438637424172,0.0,126.55,-6.77,0.0,190,squared_error,18,4.25,6
0.9012857142857144,0.8425104993000466,0.0,126.18,-6.75,0.0,130,squared_error,1,0.75,15
0.9008571428571429,0.8427438170788614,0.0,126.12,-6.74,0.0,170,squared_error,17,4.25,13
0.0,1.0,1.0,0.0,0.0,92.85714285714286,180,absolute_error,17,6.75,14
0.904,0.8420438637424172,0.0,126.56,-6.77,0.0,200,squared_error,19,4.25,1
0.9030714285714286,0.842277181521232,0.0,126.43,-6.76,0.0,130,squared_error,3,2.5,17
0.8823571428571428,0.8469435370975268,0.0,123.53,-6.56,0.0,30,poisson,6,9.25,10
0.0,1.0,1.0,0.0,0.0,92.85714285714286,190,absolute_error,8,8.25,2
0.901,0.8425104993000466,0.0,126.14,-6.75,0.0,90,squared_error,8,5.5,4
0.9025714285714286,0.842277181521232,0.0,126.36,-6.76,0.0,80,squared_error,13,6.0,17
0.8760714285714286,0.84857676154923,0.0,122.65,-6.49,0.0,10,poisson,1,5.5,9
0.9011428571428571,0.8425104993000466,0.0,126.16,-6.75,0.0,190,squared_error,9,3.5,5
0.8975714285714286,0.8434437704153056,0.0,125.66,-6.71,0.0,40,squared_error,1,0.25,19
0.9067142857142857,0.841343910405973,0.0,126.94,-6.8,0.0,120,poisson,5,6.5,10
0.8984285714285715,0.843210452636491,0.0,125.78,-6.72,0.0,150,poisson,2,6.25,9
0.9040714285714285,0.8420438637424172,0.0,126.57,-6.77,0.0,180,poisson,19,0.5,6
0.8980714285714286,0.843210452636491,0.0,125.73,-6.72,0.0,190,squared_error,10,3.75,2
0.9015,0.8425104993000466,0.0,126.21,-6.75,0.0,160,squared_error,1,4.5,8
0.9022857142857142,0.842277181521232,0.0,126.32,-6.76,0.0,180,poisson,10,1.25,10
0.0,1.0,1.0,0.0,0.0,92.85714285714286,40,absolute_error,5,9.5,16
0.9103571428571429,0.8406439570695288,0.0,127.45,-6.83,0.0,190,poisson,1,2.75,14
0.894,0.8441437237517498,0.0,125.16,-6.68,0.0,200,squared_error,9,5.0,5
0.8969285714285714,0.8434437704153056,0.0,125.57,-6.71,0.0,140,poisson,5,6.0,3
0.8875714285714286,0.8457769482034531,0.0,124.26,-6.61,0.0,60,squared_error,20,6.0,3
0.9157857142857143,0.8394773681754549,0.0,128.21,-6.88,0.0,100,poisson,6,3.5,2
0.0,1.0,1.0,0.0,0.0,92.85714285714286,110,absolute_error,12,3.5,11
0.9086428571428571,0.8411105926271581,0.0,127.21,-6.81,0.0,60,squared_error,17,1.5,18
0.7172857142857143,0.9906672888474102,0.0,100.42,-0.4,0.0,120,absolute_error,2,2.5,11
0.0,1.0,1.0,0.0,0.0,92.85714285714286,170,absolute_error,13,8.0,18
0.9110714285714285,0.8404106392907139,0.0,127.55,-6.84,0.0,30,squared_error,11,6.75,1
0.9075714285714286,0.841343910405973,0.0,127.06,-6.8,0.0,10,squared_error,1,6.75,5
0.9019285714285714,0.8425104993000466,0.0,126.27,-6.75,0.0,150,squared_error,12,1.5,1
0.8939285714285715,0.8441437237517498,0.0,125.15,-6.68,0.0,20,squared_error,16,2.25,3
0.8953571428571429,0.8439104059729352,0.0,125.35,-6.69,0.0,50,squared_error,4,4.5,7
0.907,0.841343910405973,0.0,126.98,-6.8,0.0,150,squared_error,14,5.5,18
0.9042142857142857,0.8420438637424172,0.0,126.59,-6.77,0.0,120,squared_error,1,4.75,3
0.0,1.0,1.0,0.0,0.0,92.85714285714286,140,absolute_error,8,6.25,14
0.9130714285714285,0.8401773215118992,0.0,127.83,-6.85,0.0,80,squared_error,16,9.25,20
0.0,1.0,1.0,0.0,0.0,92.85714285714286,160,absolute_error,1,7.0,9
0.0,1.0,1.0,0.0,0.0,92.85714285714286,50,absolute_error,9,2.0,5
0.7207857142857143,0.9806346243583761,0.0,100.91,-0.83,0.0,110,absolute_error,4,2.5,18
0.9015714285714286,0.8425104993000466,0.0,126.22,-6.75,0.0,70,poisson,16,4.5,14
0.9054285714285715,0.8415772281847878,0.0,126.76,-6.79,0.0,180,poisson,12,1.25,11
0.0,1.0,1.0,0.0,0.0,92.85714285714286,10,absolute_error,5,8.5,19
0.8998571428571429,0.8429771348576761,0.0,125.98,-6.73,0.0,30,squared_error,20,3.75,19
0.9012857142857144,0.8425104993000466,0.0,126.18,-6.75,0.0,100,squared_error,6,3.75,1
0.0,1.0,1.0,0.0,0.0,92.85714285714286,100,absolute_error,13,3.25,13
0.9020714285714286,0.842277181521232,0.0,126.29,-6.76,0.0,100,poisson,16,4.75,11
0.8939285714285715,0.8441437237517498,0.0,125.15,-6.68,0.0,20,squared_error,16,7.0,10
