N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.28681037632444284,0.6530668887038579,0.75,25.93,25.17,72.72727272727273,40,squared_error,3,2.75,10
0.5553525758129338,0.3913405495420483,0.75,33.28,15.74,72.72727272727273,190,squared_error,18,4.25,6
0.29923273657289,0.3821815154038301,0.75,26.27,15.41,72.72727272727273,130,squared_error,1,0.75,15
0.5739861161856046,0.38578961976131,0.75,33.79,15.54,72.72727272727273,170,squared_error,17,4.25,13
0.6708074534161489,0.3585900638356925,0.2499999999999998,36.44,14.56,54.54545454545454,180,absolute_error,17,6.75,14
0.5937157471684325,0.3802386899805717,0.75,34.33,15.34,72.72727272727273,200,squared_error,19,4.25,1
0.2502740226525393,0.6094920899250624,0.75,24.93,23.6,72.72727272727273,130,squared_error,3,2.5,17
0.5889660211910852,0.3816264224257563,0.75,34.2,15.39,72.72727272727273,30,poisson,6,9.25,10
0.6138107416879796,0.3744102137107966,0.2499999999999998,34.88,15.13,54.54545454545454,190,absolute_error,8,8.25,2
0.4490317866276946,0.5775742436858173,1.0,30.37,22.45,81.81818181818183,90,squared_error,8,5.5,4
0.6485202776762878,0.36469608659450453,0.2499999999999998,35.83,14.78,54.54545454545454,80,squared_error,13,6.0,17
0.6729996346364633,0.3577574243685817,0.2499999999999998,36.5,14.53,54.54545454545454,10,poisson,1,5.5,9
0.4698575082206796,0.46849847349431023,1.0,30.94,18.52,81.81818181818183,190,squared_error,9,3.5,5
0.26488856412130063,0.6602830974188176,0.75,25.33,25.43,72.72727272727273,40,squared_error,1,0.25,19
0.5856777493606138,0.38245906189286705,0.75,34.11,15.42,72.72727272727273,120,poisson,5,6.5,10
0.5918889294848374,0.38051623646960864,0.75,34.28,15.35,72.72727272727273,150,poisson,2,6.25,9
0.5725246620387285,0.3860671662503469,0.75,33.75,15.55,72.72727272727273,180,poisson,19,0.5,6
0.5615637559371576,0.3943935609214543,0.75,33.45,15.85,72.72727272727273,190,squared_error,10,3.75,2
0.1724515893313848,0.6877601998334721,0.75,22.8,26.42,72.72727272727273,160,squared_error,1,4.5,8
0.6072341980270369,0.37635303913405493,0.2499999999999998,34.7,15.2,54.54545454545454,180,poisson,10,1.25,10
0.5933503836317136,0.3802386899805717,0.75,34.32,15.34,72.72727272727273,40,absolute_error,5,9.5,16
