N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.8077058823529412,0.2504824392126592,0.0,137.31,6.49,0.0,40,squared_error,3,2.75,10
0.8150588235294117,0.2578155152450791,0.0,138.56,6.68,0.0,190,squared_error,18,4.25,6
0.8205882352941176,0.2632188344268622,0.0,139.5,6.82,0.0,130,squared_error,1,0.75,15
0.8097058823529412,0.252412196063296,0.0,137.65,6.54,0.0,170,squared_error,17,4.25,13
0.6062352941176471,0.023157082207641837,0.0,103.06,0.6,0.0,180,absolute_error,17,6.75,14
0.8219411764705882,0.2647626399073717,0.0,139.73,6.86,0.0,200,squared_error,19,4.25,1
0.8090588235294117,0.25202624469316864,0.0,137.54,6.53,0.0,130,squared_error,3,2.5,17
0.8024117647058824,0.2454650714010035,0.0,136.41,6.36,0.0,30,poisson,6,9.25,10
0.5944117647058823,0.008104978772674642,0.0,101.05,0.21,0.0,190,absolute_error,8,8.25,2
0.8300588235294118,0.2724816673099189,0.0,141.11,7.06,0.0,90,squared_error,8,5.5,4
0.8088235294117647,0.2516402933230413,0.0,137.5,6.52,0.0,80,squared_error,13,6.0,17
0.8438823529411765,0.28560401389424933,0.0,143.46,7.4,0.0,10,poisson,1,5.5,9
0.8275882352941176,0.27016595908915475,0.0,140.69,7.0,0.0,190,squared_error,9,3.5,5
0.814235294117647,0.36163643380933996,0.0,138.42,9.37,0.0,40,squared_error,1,0.25,19
0.8172941176470588,0.26013122346584333,0.0,138.94,6.74,0.0,120,poisson,5,6.5,10
0.816764705882353,0.25935932072558854,0.0,138.85,6.72,0.0,150,poisson,2,6.25,9
0.8035294117647058,0.24662292551138554,0.0,136.6,6.39,0.0,180,poisson,19,0.5,6
0.8104117647058824,0.25318409880355075,0.0,137.77,6.56,0.0,190,squared_error,10,3.75,2
0.8175882352941177,0.26051717483597064,0.0,138.99,6.75,0.0,160,squared_error,1,4.5,8
0.8224117647058824,0.265148591277499,0.0,139.81,6.87,0.0,180,poisson,10,1.25,10
0.6029411764705882,0.0192975685063682,0.0,102.5,0.5,0.0,40,absolute_error,5,9.5,16
0.8035294117647058,0.24662292551138554,0.0,136.6,6.39,0.0,190,poisson,1,2.75,14
0.8197058823529412,0.2624469316866075,0.0,139.35,6.8,0.0,200,squared_error,9,5.0,5
0.8148235294117647,0.25742956387495175,0.0,138.52,6.67,0.0,140,poisson,5,6.0,3
0.808470588235294,0.2512543419529139,0.0,137.44,6.51,0.0,60,squared_error,20,6.0,3
0.8267058823529412,0.26939405634890007,0.0,140.54,6.98,0.0,100,poisson,6,3.5,2
0.5962352941176471,0.010420686993438828,0.0,101.36,0.27,0.0,110,absolute_error,12,3.5,11
0.8265294117647058,0.26900810497877264,0.0,140.51,6.97,0.0,60,squared_error,17,1.5,18
0.6078235294117647,0.02547279042840602,0.0,103.33,0.66,0.0,120,absolute_error,2,2.5,11
0.5968823529411764,0.011192589733693553,0.0,101.47,0.29,0.0,170,absolute_error,13,8.0,18
0.819,0.26167502894635275,0.0,139.23,6.78,0.0,30,squared_error,11,6.75,1
0.8461764705882353,0.2879197221150135,0.0,143.85,7.46,0.0,10,squared_error,1,6.75,5
0.8203529411764706,0.2632188344268622,0.0,139.46,6.82,0.0,150,squared_error,12,1.5,1
0.8133529411764706,0.25627170976456964,0.0,138.27,6.64,0.0,20,squared_error,16,2.25,3
0.8081176470588235,0.2508683905827866,0.0,137.38,6.5,0.0,50,squared_error,4,4.5,7
0.8176470588235294,0.26051717483597064,0.0,139.0,6.75,0.0,150,squared_error,14,5.5,18
0.8161764705882353,0.2589733693554612,0.0,138.75,6.71,0.0,120,squared_error,1,4.75,3
0.609235294117647,0.027016595908915475,0.0,103.57,0.7,0.0,140,absolute_error,8,6.25,14
0.8144705882352942,0.25742956387495175,0.0,138.46,6.67,0.0,80,squared_error,16,9.25,20
0.6121176470588235,0.030876109610189117,0.0,104.06,0.8,0.0,160,absolute_error,1,7.0,9
0.5941176470588235,0.007719027402547279,0.0,101.0,0.2,0.0,50,absolute_error,9,2.0,5
0.6042941176470589,0.020841373986877656,0.0,102.73,0.54,0.0,110,absolute_error,4,2.5,18
0.8254705882352942,0.26823620223851796,0.0,140.33,6.95,0.0,70,poisson,16,4.5,14
0.8089411764705883,0.2516402933230413,0.0,137.52,6.52,0.0,180,poisson,12,1.25,11
0.6176470588235294,0.037823234272481666,0.0,105.0,0.98,0.0,10,absolute_error,5,8.5,19
0.8137058823529413,0.25665766113469707,0.0,138.33,6.65,0.0,30,squared_error,20,3.75,19
0.8208235294117646,0.2636047857969896,0.0,139.54,6.83,0.0,100,squared_error,6,3.75,1
0.5970588235294118,0.011578541103820918,0.0,101.5,0.3,0.0,100,absolute_error,13,3.25,13
0.7988823529411765,0.24160555769972983,0.0,135.81,6.26,0.0,100,poisson,16,4.75,11
0.8235294117647058,0.2663064453878811,0.0,140.0,6.9,0.0,20,squared_error,16,7.0,10
0.8211176470588235,0.26399073716711696,0.0,139.59,6.84,0.0,180,poisson,18,8.75,3
0.816764705882353,0.25935932072558854,0.0,138.85,6.72,0.0,120,poisson,18,2.75,2
0.817,0.25974527209571596,0.0,138.89,6.73,0.0,170,poisson,14,10.0,2
0.612764705882353,0.031648012350443844,0.0,104.17,0.82,0.0,60,absolute_error,17,9.0,5
0.8574705882352942,0.2987263604785797,0.0,145.77,7.74,0.0,10,poisson,11,3.75,2
0.5903529411764706,0.002701659590891548,0.0,100.36,0.07,0.0,140,absolute_error,17,1.75,13
0.6134705882352941,0.03241991509069857,0.0,104.29,0.84,0.0,70,absolute_error,18,4.0,7
0.8192352941176472,0.2620609803164801,0.0,139.27,6.79,0.0,90,poisson,10,2.0,7
0.8163529411764706,0.2589733693554612,0.0,138.78,6.71,0.0,120,squared_error,3,2.0,1
0.8170588235294118,0.25974527209571596,0.0,138.9,6.73,0.0,140,squared_error,15,0.25,15
0.8152941176470588,0.2582014666152065,0.0,138.6,6.69,0.0,170,poisson,18,3.0,1
0.6029411764705882,0.0192975685063682,0.0,102.5,0.5,0.0,200,absolute_error,18,0.5,15
0.8194705882352942,0.2620609803164801,0.0,139.31,6.79,0.0,190,poisson,4,6.5,17
0.816529411764706,0.25935932072558854,0.0,138.81,6.72,0.0,100,squared_error,18,7.5,19
0.8054117647058823,0.248166730991895,0.0,136.92,6.43,0.0,40,poisson,12,3.0,13
0.5980588235294118,0.01273639521420301,0.0,101.67,0.33,0.0,90,absolute_error,12,5.0,15
0.0,0.0,1.0,0.0,0.0,54.54545454545454,10,absolute_error,11,5.25,7
0.5966470588235294,0.010806638363566191,0.0,101.43,0.28,0.0,70,absolute_error,7,5.25,2
0.816764705882353,0.25935932072558854,0.0,138.85,6.72,0.0,30,squared_error,4,6.75,7
0.7978823529411764,0.24083365495947512,0.0,135.64,6.24,0.0,30,squared_error,3,5.25,5
0.8174705882352941,0.26013122346584333,0.0,138.97,6.74,0.0,90,poisson,16,8.0,10
0.6078235294117647,0.02547279042840602,0.0,103.33,0.66,0.0,150,absolute_error,7,4.25,12
0.6008235294117648,0.016209957545349284,0.0,102.14,0.42,0.0,140,absolute_error,18,4.75,14
0.8172941176470588,0.26013122346584333,0.0,138.94,6.74,0.0,160,squared_error,5,8.0,5
0.8122352941176472,0.2551138556541876,0.0,138.08,6.61,0.0,40,squared_error,19,3.5,15
0.6078235294117647,0.02547279042840602,0.0,103.33,0.66,0.0,120,absolute_error,4,7.25,3
0.8110588235294117,0.2539560015438055,0.0,137.88,6.58,0.0,100,poisson,20,3.0,6
0.6018235294117648,0.01775376302585874,0.0,102.31,0.46,0.0,130,absolute_error,17,8.0,14
0.604764705882353,0.021613276727132383,0.0,102.81,0.56,0.0,160,absolute_error,4,2.5,5
0.815764705882353,0.25858741798533386,0.0,138.68,6.7,0.0,160,squared_error,13,2.75,15
0.8077058823529412,0.2504824392126592,0.0,137.31,6.49,0.0,100,poisson,3,4.5,11
0.817764705882353,0.26051717483597064,0.0,139.02,6.75,0.0,200,squared_error,12,0.75,16
0.8155882352941177,0.25858741798533386,0.0,138.65,6.7,0.0,180,squared_error,13,1.0,12
0.816,0.2589733693554612,0.0,138.72,6.71,0.0,30,squared_error,9,9.75,6
0.8127647058823528,0.25549980702431496,0.0,138.17,6.62,0.0,40,poisson,6,2.5,16
0.8122352941176472,0.2551138556541876,0.0,138.08,6.61,0.0,140,squared_error,6,7.0,3
0.820529411764706,0.2632188344268622,0.0,139.49,6.82,0.0,60,poisson,2,6.0,12
0.614,0.0331918178309533,0.0,104.38,0.86,0.0,80,absolute_error,3,8.5,12
0.8130588235294117,0.2558857583944423,0.0,138.22,6.63,0.0,160,squared_error,18,5.75,10
0.5955882352941176,0.0096487842531841,0.0,101.25,0.25,0.0,120,absolute_error,19,2.5,17
0.594764705882353,0.008490930142802007,0.0,101.11,0.22,0.0,180,absolute_error,10,1.5,9
0.825,0.2674642994982632,0.0,140.25,6.93,0.0,140,squared_error,6,1.25,5
0.8088823529411764,0.2516402933230413,0.0,137.51,6.52,0.0,150,squared_error,13,6.25,5
0.6015882352941176,0.01736781165573138,0.0,102.27,0.45,0.0,110,absolute_error,12,4.75,17
0.5972941176470589,0.011964492473948282,0.0,101.54,0.31,0.0,130,absolute_error,9,9.75,8
0.8174705882352941,0.26013122346584333,0.0,138.97,6.74,0.0,190,poisson,11,7.25,4
0.6102941176470589,0.028560401389424932,0.0,103.75,0.74,0.0,40,absolute_error,7,6.25,2
0.0,0.0,1.0,0.0,0.0,54.54545454545454,30,absolute_error,20,4.5,20
0.6078235294117647,0.02547279042840602,0.0,103.33,0.66,0.0,30,absolute_error,13,9.5,13
0.8218235294117647,0.2643766885372443,0.0,139.71,6.85,0.0,80,poisson,20,6.25,5
0.6042941176470589,0.020841373986877656,0.0,102.73,0.54,0.0,110,absolute_error,10,4.5,15
0.8110588235294117,0.2539560015438055,0.0,137.88,6.58,0.0,20,poisson,13,0.0,2
0.8110588235294117,0.2539560015438055,0.0,137.88,6.58,0.0,40,squared_error,5,4.75,19
0.0,0.0,1.0,0.0,0.0,54.54545454545454,20,absolute_error,5,3.0,9
0.8088235294117647,0.2516402933230413,0.0,137.5,6.52,0.0,100,squared_error,16,7.25,6
0.808,0.2508683905827866,0.0,137.36,6.5,0.0,80,squared_error,2,4.5,15
0.8235294117647058,0.2663064453878811,0.0,140.0,6.9,0.0,10,squared_error,14,1.25,18
0.8307647058823528,0.2732535700501737,0.0,141.23,7.08,0.0,50,squared_error,1,2.0,14
0.8155882352941177,0.25858741798533386,0.0,138.65,6.7,0.0,60,squared_error,16,0.0,20
0.8184117647058823,0.2612890775762254,0.0,139.13,6.77,0.0,150,poisson,20,1.75,5
0.806470588235294,0.24932458510227712,0.0,137.1,6.46,0.0,110,squared_error,9,1.5,4
0.8099411764705883,0.2527981474334234,0.0,137.69,6.55,0.0,20,squared_error,9,8.25,18
0.0,0.0,1.0,0.0,0.0,54.54545454545454,10,absolute_error,5,7.5,18
0.8198235294117647,0.2624469316866075,0.0,139.37,6.8,0.0,170,squared_error,20,9.25,13
0.6096470588235294,0.027788498649170202,0.0,103.64,0.72,0.0,110,absolute_error,11,5.25,20
0.8127647058823528,0.25549980702431496,0.0,138.17,6.62,0.0,130,poisson,15,9.25,11
0.8267058823529412,0.26939405634890007,0.0,140.54,6.98,0.0,50,poisson,2,9.75,5
0.8280588235294118,0.2705519104592821,0.0,140.77,7.01,0.0,10,squared_error,10,6.75,2
0.8295882352941176,0.2720957159397916,0.0,141.03,7.05,0.0,30,squared_error,3,1.25,8
0.810764705882353,0.2535700501736781,0.0,137.83,6.57,0.0,170,squared_error,13,0.0,7
0.8111764705882353,0.2539560015438055,0.0,137.9,6.58,0.0,170,poisson,8,3.5,15
0.8144705882352942,0.25742956387495175,0.0,138.46,6.67,0.0,150,poisson,12,7.75,9
0.5960588235294118,0.010420686993438828,0.0,101.33,0.27,0.0,150,absolute_error,4,1.25,2
0.6012941176470589,0.016981860285604014,0.0,102.22,0.44,0.0,90,absolute_error,18,5.5,5
0.809,0.25202624469316864,0.0,137.53,6.53,0.0,140,poisson,2,8.75,17
0.6058823529411764,0.02277113083751447,0.0,103.0,0.59,0.0,50,absolute_error,15,0.0,11
0.8152941176470588,0.2582014666152065,0.0,138.6,6.69,0.0,110,poisson,2,8.75,18
0.8221176470588235,0.2647626399073717,0.0,139.76,6.86,0.0,160,poisson,12,8.5,3
