N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.0,,1.0,0.0,0.0,100.0,40,squared_error,3,2.75,10
0.0,,1.0,0.0,0.0,100.0,190,squared_error,18,4.25,6
0.0,,1.0,0.0,0.0,100.0,130,squared_error,1,0.75,15
0.0,,1.0,0.0,0.0,100.0,170,squared_error,17,4.25,13
0.0,,1.0,0.0,0.0,100.0,180,absolute_error,17,6.75,14
0.0,,1.0,0.0,0.0,100.0,200,squared_error,19,4.25,1
0.0,,1.0,0.0,0.0,100.0,130,squared_error,3,2.5,17
1.0,,0.0,100.0,0.0,0.0,30,poisson,6,9.25,10
0.0,,1.0,0.0,0.0,100.0,190,absolute_error,8,8.25,2
0.0,,1.0,0.0,0.0,100.0,90,squared_error,8,5.5,4
0.0,,1.0,0.0,0.0,100.0,80,squared_error,13,6.0,17
1.0,,0.0,100.0,0.0,0.0,10,poisson,1,5.5,9
0.0,,1.0,0.0,0.0,100.0,190,squared_error,9,3.5,5
0.0,,1.0,0.0,0.0,100.0,40,squared_error,1,0.25,19
1.0,,0.0,100.0,0.0,0.0,120,poisson,5,6.5,10
1.0,,0.0,100.0,0.0,0.0,150,poisson,2,6.25,9
1.0,,0.0,100.0,0.0,0.0,180,poisson,19,0.5,6
0.0,,1.0,0.0,0.0,100.0,190,squared_error,10,3.75,2
0.0,,1.0,0.0,0.0,100.0,160,squared_error,1,4.5,8
1.0,,0.0,100.0,0.0,0.0,180,poisson,10,1.25,10
0.0,,1.0,0.0,0.0,100.0,40,absolute_error,5,9.5,16
1.0,,0.0,100.0,0.0,0.0,190,poisson,1,2.75,14
0.0,,1.0,0.0,0.0,100.0,200,squared_error,9,5.0,5
1.0,,0.0,100.0,0.0,0.0,140,poisson,5,6.0,3
0.0,,1.0,0.0,0.0,100.0,60,squared_error,20,6.0,3
1.0,,0.0,100.0,0.0,0.0,100,poisson,6,3.5,2
0.0,,1.0,0.0,0.0,100.0,110,absolute_error,12,3.5,11
0.0,,1.0,0.0,0.0,100.0,60,squared_error,17,1.5,18
0.0,,1.0,0.0,0.0,100.0,120,absolute_error,2,2.5,11
0.0,,1.0,0.0,0.0,100.0,170,absolute_error,13,8.0,18
0.0,,1.0,0.0,0.0,100.0,30,squared_error,11,6.75,1
0.0,,1.0,0.0,0.0,100.0,10,squared_error,1,6.75,5
0.0,,1.0,0.0,0.0,100.0,150,squared_error,12,1.5,1
0.0,,1.0,0.0,0.0,100.0,20,squared_error,16,2.25,3
0.0,,1.0,0.0,0.0,100.0,50,squared_error,4,4.5,7
0.0,,1.0,0.0,0.0,100.0,150,squared_error,14,5.5,18
0.0,,1.0,0.0,0.0,100.0,120,squared_error,1,4.75,3
0.0,,1.0,0.0,0.0,100.0,140,absolute_error,8,6.25,14
