XN_MRE,XN_ACC,XN_PRED40,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.38352221622593985,0.7492223019861212,0.0,107.24,31.78,11.11111111111111,40,squared_error,3,2.75,10
0.7260298614858788,0.22301986121081596,0.6666666666666666,164.36,9.79,33.33333333333333,190,squared_error,18,4.25,6
0.12802062721112906,0.8504426896386695,0.33333333333333337,64.63,36.01,22.22222222222222,130,squared_error,1,0.75,15
0.7405408646639083,0.21631969370662837,0.6666666666666666,166.78,9.51,33.33333333333333,170,squared_error,17,4.25,13
0.5983090483899982,0.2840392438382388,0.6666666666666666,143.06,12.34,33.33333333333333,180,absolute_error,17,6.75,14
0.7293278167536127,0.2213448193347691,0.6666666666666666,164.91,9.72,33.33333333333333,200,squared_error,19,4.25,1
0.33339329615638297,0.819813352476669,0.0,98.88,34.73,11.11111111111111,130,squared_error,3,2.5,17
0.7224920549259459,0.22445561139028475,0.6666666666666666,163.77,9.85,33.33333333333333,30,poisson,6,9.25,10
0.6225939917251304,0.27279253409906673,0.6666666666666666,147.11,11.87,33.33333333333333,190,absolute_error,8,8.25,2
0.7033039515500389,0.25125628140703515,0.6666666666666666,160.57,10.97,33.33333333333333,90,squared_error,8,5.5,4
0.755471607603286,0.2098588178990189,0.6666666666666666,169.27,9.24,33.33333333333333,80,squared_error,13,6.0,17
0.7689632427894705,0.20387652548456567,1.0,171.52,8.99,44.44444444444444,10,poisson,1,5.5,9
0.7483959944834202,0.21296960995453454,0.6666666666666666,168.09,9.37,33.33333333333333,190,squared_error,9,3.5,5
0.17449181507465367,0.7602297200287151,0.6666666666666666,72.38,32.24,33.33333333333333,40,squared_error,1,0.25,19
0.7713617557114588,0.20291935869825314,1.0,171.92,8.95,44.44444444444444,120,poisson,5,6.5,10
0.7253702704323319,0.22325915290739412,0.6666666666666666,164.25,9.8,33.33333333333333,150,poisson,2,6.25,9
0.7123583378305451,0.22924144532184734,0.6666666666666666,162.08,10.05,33.33333333333333,180,poisson,19,0.5,6
0.7354440247046831,0.21871261067240963,0.6666666666666666,165.93,9.61,33.33333333333333,190,squared_error,10,3.75,2
0.46579120945014085,0.6238334529791817,0.33333333333333337,120.96,26.54,22.22222222222222,160,squared_error,1,4.5,8
0.7116987467769982,0.22948073701842547,0.6666666666666666,161.97,10.06,33.33333333333333,180,poisson,10,1.25,10
0.6174371889428554,0.27494615936826994,0.6666666666666666,146.25,11.96,33.33333333333333,40,absolute_error,5,9.5,16
0.7149367392216824,0.2280449868389567,0.6666666666666666,162.51,10.0,33.33333333333333,190,poisson,1,2.75,14
0.7377825748036216,0.21751615218951903,0.6666666666666666,166.32,9.56,33.33333333333333,200,squared_error,9,5.0,5
0.7479162918990225,0.21296960995453454,0.6666666666666666,168.01,9.37,33.33333333333333,140,poisson,5,6.0,3
0.7480961803681716,0.21296960995453454,0.6666666666666666,168.04,9.37,33.33333333333333,60,squared_error,20,6.0,3
0.7209929843497032,0.22517348648001914,0.6666666666666666,163.52,9.88,33.33333333333333,100,poisson,6,3.5,2
0.6235533968939257,0.27231395070591047,0.6666666666666666,147.27,11.85,33.33333333333333,110,absolute_error,12,3.5,11
0.7754991905018889,0.20100502512562812,1.0,172.61,8.87,44.44444444444444,60,squared_error,17,1.5,18
0.6673862205432632,0.2507776980138789,0.6666666666666666,154.58,10.95,33.33333333333333,120,absolute_error,2,2.5,11
0.6099418360616418,0.2785355348169418,0.6666666666666666,145.0,12.11,33.33333333333333,170,absolute_error,13,8.0,18
0.7515740241050548,0.2115338597750658,0.6666666666666666,168.62,9.31,33.33333333333333,30,squared_error,11,6.75,1
0.6402230617017449,0.18569035654462793,0.6666666666666666,150.05,8.23,33.33333333333333,10,squared_error,1,6.75,5
0.7569107153564789,0.20914094280928452,0.6666666666666666,169.51,9.21,33.33333333333333,150,squared_error,12,1.5,1
0.7142171853450859,0.2282842785355348,0.6666666666666666,162.39,10.01,33.33333333333333,20,squared_error,16,2.25,3
0.3566588714996702,0.7575975113663557,0.33333333333333337,102.76,32.13,22.22222222222222,50,squared_error,4,4.5,7
0.7314265155603524,0.22038765254845655,0.6666666666666666,165.26,9.68,33.33333333333333,150,squared_error,14,5.5,18
0.5260538466150986,0.5783680306293372,0.33333333333333337,131.01,24.64,22.22222222222222,120,squared_error,1,4.75,3
0.6313485638903878,0.26872457525723853,0.6666666666666666,148.57,11.7,33.33333333333333,140,absolute_error,8,6.25,14
0.7367032439887269,0.21799473558267526,0.6666666666666666,166.14,9.58,33.33333333333333,80,squared_error,16,9.25,20
0.5949511302992144,0.2854749940177076,0.6666666666666666,142.5,12.4,33.33333333333333,160,absolute_error,1,7.0,9
0.6399232475864963,0.2648959081119885,0.6666666666666666,150.0,11.54,33.33333333333333,50,absolute_error,9,2.0,5
0.6126401630988786,0.2773390763340512,0.6666666666666666,145.45,12.06,33.33333333333333,110,absolute_error,4,2.5,18
0.7049229477723811,0.23259152907394112,0.6666666666666666,160.84,10.19,33.33333333333333,70,poisson,16,4.5,14
0.7260898243089284,0.22278056951423783,0.6666666666666666,164.37,9.78,33.33333333333333,180,poisson,12,1.25,11
0.5499790130119325,0.30725053840631733,0.6666666666666666,135.0,13.31,33.33333333333333,10,absolute_error,5,8.5,19
0.7051028362415303,0.23259152907394112,0.6666666666666666,160.87,10.19,33.33333333333333,30,squared_error,20,3.75,19
0.4458235893745877,0.6743240009571668,0.33333333333333337,117.63,28.65,22.22222222222222,100,squared_error,6,3.75,1
0.5679678599268453,0.2983967456329265,0.6666666666666666,138.0,12.94,33.33333333333333,100,absolute_error,13,3.25,13
0.7193140253043113,0.22589136156975353,0.6666666666666666,163.24,9.91,33.33333333333333,100,poisson,16,4.75,11
0.6757810157702223,0.2467097391720507,0.6666666666666666,155.98,10.78,33.33333333333333,20,squared_error,16,7.0,10
0.7606883732086105,0.2074659009332376,1.0,170.14,9.14,44.44444444444444,180,poisson,18,8.75,3
0.7247706422018348,0.22349844460397225,0.6666666666666666,164.15,9.81,33.33333333333333,120,poisson,18,2.75,2
0.7182946573124662,0.22636994496290977,0.6666666666666666,163.07,9.93,33.33333333333333,170,poisson,14,10.0,2
0.624932541824069,0.2715960756161761,0.6666666666666666,147.5,11.82,33.33333333333333,60,absolute_error,17,9.0,5
0.7898303052107692,0.1950227327111749,1.0,175.0,8.62,44.44444444444444,10,poisson,11,3.75,2
