N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.3983302674402152,0.42380038387715935,0.5000000000000001,153.96,2.56,22.22222222222222,40,squared_error,3,2.75,10
0.4276213386161031,0.3662188099808062,0.5000000000000001,156.03,1.06,22.22222222222222,190,squared_error,18,4.25,6
0.5534172916371868,0.6491362763915547,0.5000000000000001,164.92,8.43,22.22222222222222,130,squared_error,1,0.75,15
0.4352624876185085,0.36429942418426103,0.5000000000000001,156.57,1.01,22.22222222222222,170,squared_error,17,4.25,13
0.3148436394509693,0.39309021113243764,0.5000000000000001,148.06,1.76,22.22222222222222,180,absolute_error,17,6.75,14
0.42309325031838135,0.36698656429942417,0.5000000000000001,155.71,1.08,22.22222222222222,200,squared_error,19,4.25,1
0.5338899108532615,0.22456813819577737,0.5000000000000001,163.54,-2.63,22.22222222222222,130,squared_error,3,2.5,17
0.4262063110230651,0.3662188099808062,0.5000000000000001,155.93,1.06,22.22222222222222,30,poisson,6,9.25,10
0.3543229092967312,0.38349328214971207,0.5000000000000001,150.85,1.51,22.22222222222222,190,absolute_error,8,8.25,2
0.48620348096787874,0.3566218809980806,0.5000000000000001,160.17,0.81,22.22222222222222,90,squared_error,8,5.5,4
0.4615820008490167,0.3581573896353167,0.5000000000000001,158.43,0.85,22.22222222222222,80,squared_error,13,6.0,17
0.35885099759445294,0.38234165067178505,0.5000000000000001,151.17,1.48,22.22222222222222,10,poisson,1,5.5,9
0.4267723220602802,0.36967370441458736,0.5000000000000001,155.97,1.15,22.22222222222222,190,squared_error,9,3.5,5
0.3178151973963494,0.5013435700575816,0.5000000000000001,148.27,4.58,22.22222222222222,40,squared_error,1,0.25,19
0.4496957690674969,0.36084452975047987,0.5000000000000001,157.59,0.92,22.22222222222222,120,poisson,5,6.5,10
0.431441913117306,0.36506717850287906,0.5000000000000001,156.3,1.03,22.22222222222222,150,poisson,2,6.25,9
0.45677090703268725,0.3593090211132438,0.5000000000000001,158.09,0.88,22.22222222222222,180,poisson,19,0.5,6
0.4341304655440783,0.36468330134357,0.5000000000000001,156.49,1.02,22.22222222222222,190,squared_error,10,3.75,2
0.5504457336918072,0.6836852207293667,0.5000000000000001,164.71,9.33,22.22222222222222,160,squared_error,1,4.5,8
