XN_MRE,XN_ACC,XN_PRED40,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.08386765837394207,0.5187853834276891,1.0,16.1,18.24,87.5,40,squared_error,3,2.75,10
0.8602205693767632,0.07977354606278954,0.0,46.37,9.71,25.0,190,squared_error,18,4.25,6
0.17363426519620417,0.4024704065877509,1.0,19.6,15.98,87.5,130,squared_error,1,0.75,15
0.8638112336496537,0.07720020586721564,0.0,46.51,9.66,25.0,170,squared_error,17,4.25,13
0.8935624519107463,0.05970149253731344,0.0,47.67,9.32,25.0,180,absolute_error,17,6.75,14
0.8591946652987945,0.0802882141019043,0.0,46.33,9.72,25.0,200,squared_error,19,4.25,1
0.10592459605026931,0.5254760679361812,1.0,16.96,18.37,87.5,130,squared_error,3,2.5,17
0.6868427802000513,0.19505918682449816,0.4,39.61,11.95,50.0,30,poisson,6,9.25,10
0.8779174147217236,0.06896551724137931,0.0,47.06,9.5,25.0,190,absolute_error,8,8.25,2
0.845344960246217,0.0890375707668554,0.0,45.79,9.89,25.0,90,squared_error,8,5.5,4
0.8738137984098486,0.0715388574369532,0.0,46.9,9.55,25.0,80,squared_error,13,6.0,17
0.6806873557322389,0.1327843540916109,0.4,39.37,10.74,50.0,10,poisson,1,5.5,9
0.8586817132598102,0.0802882141019043,0.0,46.31,9.72,25.0,190,squared_error,9,3.5,5
0.16157989228007177,0.39011837364899643,1.0,19.13,15.74,87.5,40,squared_error,1,0.25,19
0.39061297768658626,0.45239320638188363,0.8,28.06,16.95,75.0,120,poisson,5,6.5,10
0.07796870992562192,0.6469377251672671,1.0,15.87,20.73,87.5,150,poisson,2,6.25,9
0.8489356245191074,0.08646423057128151,0.0,45.93,9.84,25.0,180,poisson,19,0.5,6
0.8414978199538343,0.09109624292331445,0.0,45.64,9.93,25.0,190,squared_error,10,3.75,2
0.2082585278276481,0.5445187853834276,1.0,20.95,18.74,87.5,160,squared_error,1,4.5,8
0.8389330597589125,0.09264024704065882,0.0,45.54,9.96,25.0,180,poisson,10,1.25,10
0.46986406770966915,0.3767370046320124,0.6,31.15,15.48,62.5,40,absolute_error,5,9.5,16
0.21236214413952292,0.8281008749356665,1.0,21.11,24.25,87.5,190,poisson,1,2.75,14
0.8414978199538343,0.09109624292331445,0.0,45.64,9.93,25.0,200,squared_error,9,5.0,5
0.4319056168248269,0.41121976325270193,0.6,29.67,16.15,62.5,140,poisson,5,6.0,3
0.8096947935368043,0.11116829644879053,0.0,44.4,10.32,25.0,60,squared_error,20,6.0,3
0.43523980507822513,0.4086464230571282,0.6,29.8,16.1,62.5,100,poisson,6,3.5,2
0.8956142600666838,0.05867215645908392,0.0,47.75,9.3,25.0,110,absolute_error,12,3.5,11
