XN_MRE,XN_ACC,XN_PRED40,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.4361317622168023,0.9047333333333334,0.0,148.42,-14.29,0.0,40,squared_error,3,2.75,10
0.43245864065117096,0.9047333333333334,0.0,147.17,-14.29,0.0,190,squared_error,18,4.25,6
0.5875819106109136,0.6319333333333332,0.0,199.96,-55.21,0.0,130,squared_error,1,0.75,15
0.4328700302665217,0.9047333333333334,0.0,147.31,-14.29,0.0,170,squared_error,17,4.25,13
0.2987570156621904,0.9047333333333334,0.0,101.67,-14.29,0.0,180,absolute_error,17,6.75,14
0.43281126032147155,0.9047333333333334,0.0,147.29,-14.29,0.0,200,squared_error,19,4.25,1
0.4257882518879845,0.9047333333333334,0.0,144.9,-14.29,0.0,130,squared_error,3,2.5,17
0.4309893920249184,0.9047333333333334,0.0,146.67,-14.29,0.0,30,poisson,6,9.25,10
0.2969351473656372,0.9047333333333334,0.0,101.05,-14.29,0.0,190,absolute_error,8,8.25,2
0.419117863124798,0.9047333333333334,0.0,142.63,-14.29,0.0,90,squared_error,8,5.5,4
0.4328406452939967,0.9047333333333334,0.0,147.3,-14.29,0.0,80,squared_error,13,6.0,17
0.4438600099908907,0.9047333333333334,0.0,151.05,-14.29,0.0,10,poisson,1,5.5,9
0.43824748023860594,0.9047333333333334,0.0,149.14,-14.29,0.0,190,squared_error,9,3.5,5
0.8657694455055684,0.07339999999999994,0.0,294.63,-138.99,0.0,40,squared_error,1,0.25,19
0.4282859745526138,0.9047333333333334,0.0,145.75,-14.29,0.0,120,poisson,5,6.5,10
0.43375157944227327,0.9047333333333334,0.0,147.61,-14.29,0.0,150,poisson,2,6.25,9
0.4290793688107902,0.9047333333333334,0.0,146.02,-14.29,0.0,180,poisson,19,0.5,6
0.43589668243660196,0.9047333333333334,0.0,148.34,-14.29,0.0,190,squared_error,10,3.75,2
0.43671946166730335,0.9047333333333334,0.0,148.62,-14.29,0.0,160,squared_error,1,4.5,8
0.4339866592224736,0.9047333333333334,0.0,147.69,-14.29,0.0,180,poisson,10,1.25,10
0.0,1.0,1.0,0.0,0.0,100.0,40,absolute_error,5,9.5,16
0.4412741324086862,0.9047333333333334,0.0,150.17,-14.29,0.0,190,poisson,1,2.75,14
0.42878551908553963,0.9047333333333334,0.0,145.92,-14.29,0.0,200,squared_error,9,5.0,5
0.42708119067908673,0.9047333333333334,0.0,145.34,-14.29,0.0,140,poisson,5,6.0,3
0.41861831859187215,0.9047333333333334,0.0,142.46,-14.29,0.0,60,squared_error,20,6.0,3
0.4239076136463812,0.9047333333333334,0.0,144.26,-14.29,0.0,100,poisson,6,3.5,2
0.2991977902500661,0.9047333333333334,0.0,101.82,-14.29,0.0,110,absolute_error,12,3.5,11
0.4286679791954394,0.9047333333333334,0.0,145.88,-14.29,0.0,60,squared_error,17,1.5,18
0.30119596838176954,0.9047333333333334,0.0,102.5,-14.29,0.0,120,absolute_error,2,2.5,11
0.29902148041491583,0.9047333333333334,0.0,101.76,-14.29,0.0,170,absolute_error,13,8.0,18
0.44283153595251384,0.9047333333333334,0.0,150.7,-14.29,0.0,30,squared_error,11,6.75,1
0.4268461108988863,0.9047333333333334,0.0,145.26,-14.29,0.0,10,squared_error,1,6.75,5
0.43395727424994857,0.9047333333333334,0.0,147.68,-14.29,0.0,150,squared_error,12,1.5,1
0.4477388263641974,0.9047333333333334,0.0,152.37,-14.29,0.0,20,squared_error,16,2.25,3
0.4336634245246981,0.9047333333333334,0.0,147.58,-14.29,0.0,50,squared_error,4,4.5,7
