N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.20119216576781151,0.5150564988463586,0.5555555555555556,56.48,-59.14,41.66666666666667,40,squared_error,3,2.75,10
0.06443372126028953,0.9746790510560257,0.8888888888888887,32.39,18.55,66.66666666666666,190,squared_error,18,4.25,6
0.26937269372693723,0.5951014612790629,0.22222222222222218,68.49,-45.61,16.666666666666664,130,squared_error,1,0.75,15
0.06267385750780584,0.9746198899603621,0.8888888888888887,32.08,18.54,66.66666666666666,170,squared_error,17,4.25,13
0.11155265398807833,0.9182393657930545,0.6666666666666666,40.69,9.01,50.0,180,absolute_error,17,6.75,14
0.06829406755606018,0.9746790510560257,0.8888888888888887,33.07,18.55,66.66666666666666,200,squared_error,19,4.25,1
0.18189043428895826,0.36810033721824525,0.3333333333333333,53.08,-83.98,25.0,130,squared_error,3,2.5,17
0.20777746239000852,0.7970774418742236,0.44444444444444436,57.64,-11.47,33.33333333333333,30,poisson,6,9.25,10
0.12869713312517742,0.9139206058096196,0.5555555555555556,43.71,8.28,41.66666666666667,190,absolute_error,8,8.25,2
0.26795344876525684,0.7913979766905284,0.44444444444444436,68.24,-12.43,33.33333333333333,90,squared_error,8,5.5,4
0.10973602043712744,0.9750931787256701,0.6666666666666666,40.37,18.62,50.0,80,squared_error,13,6.0,17
0.15043996593812092,0.5290185174229427,0.6666666666666666,47.54,-56.78,50.0,10,poisson,1,5.5,9
0.21867726369571389,0.8319824883156837,0.44444444444444436,59.56,-5.57,33.33333333333333,190,squared_error,9,3.5,5
0.42316207777462383,0.6152162338046501,0.3333333333333333,95.58,-42.21,25.0,40,squared_error,1,0.25,19
0.14391143911439114,0.7895048216292966,0.5555555555555556,46.39,-12.75,41.66666666666667,120,poisson,5,6.5,10
0.20607436843599208,0.7317635922617287,0.44444444444444436,57.34,-22.51,33.33333333333333,150,poisson,2,6.25,9
0.1147317627022424,0.9751523398213335,0.6666666666666666,41.25,18.63,50.0,180,poisson,19,0.5,6
0.15134828271359638,0.8968822102585341,0.6666666666666666,47.7,5.4,50.0,190,squared_error,10,3.75,2
0.3387453874538745,0.5075430396970952,0.3333333333333333,80.71,-60.41,25.0,160,squared_error,1,4.5,8
0.13352256599489074,0.9200733597586228,0.6666666666666666,44.56,9.32,50.0,180,poisson,10,1.25,10
0.11160942378654558,0.918180204697391,0.6666666666666666,40.7,9.0,50.0,40,absolute_error,5,9.5,16
0.23843315356230485,0.7621723954327635,0.44444444444444436,63.04,-17.37,33.33333333333333,190,poisson,1,2.75,14
0.18728356514334374,0.8761166656806484,0.44444444444444436,54.03,1.89,33.33333333333333,200,squared_error,9,5.0,5
