XN_MRE,XN_ACC,XN_PRED40,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.34236603159607404,0.6793928779918271,1.0,1022.31,-25.06,7.142857142857142,40,squared_error,3,2.75,10
0.5976801553561119,0.8741389375364856,0.0,1508.76,-8.38,0.0,190,squared_error,18,4.25,6
0.18918805437463918,0.6010507880910683,0.0,730.46,-31.77,0.0,130,squared_error,1,0.75,15
0.6188894137406182,0.8743724460011675,0.0,1549.17,-8.36,0.0,170,squared_error,17,4.25,13
0.09316118196609458,0.8756567425569176,0.0,547.5,-8.25,0.0,180,absolute_error,17,6.75,14
0.6149635228048076,0.8743724460011675,0.0,1541.69,-8.36,0.0,200,squared_error,19,4.25,1
0.28227575709861963,0.7663747810858144,1.0,907.82,-17.61,7.142857142857142,130,squared_error,3,2.5,17
0.6052800083976276,0.8742556917688266,0.0,1523.24,-8.37,0.0,30,poisson,6,9.25,10
0.11546738046501862,0.8748394629305313,0.0,590.0,-8.32,0.0,190,absolute_error,8,8.25,2
0.7271348344092794,0.8352597781669584,0.0,1755.41,-11.71,0.0,90,squared_error,8,5.5,4
0.6137931034482759,0.8725043782837127,0.0,1539.46,-8.52,0.0,80,squared_error,13,6.0,17
0.7145698840077678,0.8753064798598948,0.0,1731.47,-8.28,0.0,10,poisson,1,5.5,9
0.8917545793313388,0.8307063631056626,0.0,2069.06,-12.1,0.0,190,squared_error,9,3.5,5
0.19839395370807744,0.7050788091068301,1.0,748.0,-22.86,7.142857142857142,40,squared_error,1,0.25,19
0.6464703721198761,0.8747227086981902,0.0,1601.72,-8.33,0.0,120,poisson,5,6.5,10
0.6424237652863065,0.8737886748394629,0.0,1594.01,-8.41,0.0,150,poisson,2,6.25,9
0.6244948302104655,0.8744892002335085,0.0,1559.85,-8.35,0.0,180,poisson,19,0.5,6
0.7876712328767123,0.8481027437244599,0.0,1870.75,-10.61,0.0,190,squared_error,10,3.75,2
0.30289718154621315,0.6980735551663747,1.0,947.11,-23.46,7.142857142857142,160,squared_error,1,4.5,8
0.7487954652810581,0.8565090484530063,0.0,1796.68,-9.89,0.0,180,poisson,10,1.25,10
0.11153099249462026,0.8749562171628721,0.0,582.5,-8.31,0.0,40,absolute_error,5,9.5,16
0.6108329396945362,0.867483946293053,0.0,1533.82,-8.95,0.0,190,poisson,1,2.75,14
0.7538077992966986,0.8453006421482779,0.0,1806.23,-10.85,0.0,200,squared_error,9,5.0,5
0.633496037369443,0.8716870986573262,0.0,1577.0,-8.59,0.0,140,poisson,5,6.0,3
0.5848475305726132,0.8740221833041447,1.0,1484.31,-8.39,7.142857142857142,60,squared_error,20,6.0,3
0.676103500761035,0.8633975481611208,0.0,1658.18,-9.3,0.0,100,poisson,6,3.5,2
0.11355692017005195,0.8749562171628721,0.0,586.36,-8.31,0.0,110,absolute_error,12,3.5,11
0.6265312549204849,0.8744892002335085,0.0,1563.73,-8.35,0.0,60,squared_error,17,1.5,18
0.18391854301159918,0.819614711033275,1.0,720.42,-13.05,7.142857142857142,120,absolute_error,2,2.5,11
0.10558967091796564,0.875189725627554,0.0,571.18,-8.29,0.0,170,absolute_error,13,8.0,18
0.8242219073111846,0.8502043199065965,0.0,1940.39,-10.43,0.0,30,squared_error,11,6.75,1
0.09352332965937124,0.7748978400467017,0.0,548.19,-16.88,0.0,10,squared_error,1,6.75,5
