N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
,,,0.0,0.0,100.0,40,squared_error,3,2.75,10
,,,0.0,0.0,100.0,190,squared_error,18,4.25,6
,,,0.0,0.0,100.0,130,squared_error,1,0.75,15
,,,0.0,0.0,100.0,170,squared_error,17,4.25,13
,,,0.0,0.0,100.0,180,absolute_error,17,6.75,14
,,,0.0,0.0,100.0,200,squared_error,19,4.25,1
,,,0.0,0.0,100.0,130,squared_error,3,2.5,17
,,,,,,30,poisson,6,9.25,10
,,,,,,190,absolute_error,8,8.25,2
,,,,,,90,squared_error,8,5.5,4
,,,,,,80,squared_error,13,6.0,17
,,,,,,10,poisson,1,5.5,9
,,,,,,190,squared_error,9,3.5,5
,,,,,,40,squared_error,1,0.25,19
,,,,,,120,poisson,5,6.5,10
,,,,,,150,poisson,2,6.25,9
,,,,,,180,poisson,19,0.5,6
,,,,,,190,squared_error,10,3.75,2
,,,,,,160,squared_error,1,4.5,8
,,,,,,180,poisson,10,1.25,10
,,,,,,40,absolute_error,5,9.5,16
,,,,,,190,poisson,1,2.75,14
,,,,,,200,squared_error,9,5.0,5
,,,,,,140,poisson,5,6.0,3
,,,,,,60,squared_error,20,6.0,3
,,,,,,100,poisson,6,3.5,2
,,,,,,110,absolute_error,12,3.5,11
,,,,,,60,squared_error,17,1.5,18
,,,,,,120,absolute_error,2,2.5,11
,,,,,,170,absolute_error,13,8.0,18
,,,,,,30,squared_error,11,6.75,1
,,,,,,10,squared_error,1,6.75,5
,,,,,,150,squared_error,12,1.5,1
,,,,,,20,squared_error,16,2.25,3
,,,,,,50,squared_error,4,4.5,7
,,,,,,150,squared_error,14,5.5,18
,,,,,,120,squared_error,1,4.75,3
,,,,,,140,absolute_error,8,6.25,14
,,,,,,80,squared_error,16,9.25,20
,,,,,,160,absolute_error,1,7.0,9
,,,,,,50,absolute_error,9,2.0,5
,,,,,,110,absolute_error,4,2.5,18
,,,,,,70,poisson,16,4.5,14
,,,,,,180,poisson,12,1.25,11
,,,,,,10,absolute_error,5,8.5,19
,,,,,,30,squared_error,20,3.75,19
,,,,,,100,squared_error,6,3.75,1
,,,,,,100,absolute_error,13,3.25,13
,,,,,,100,poisson,16,4.75,11
,,,,,,20,squared_error,16,7.0,10
,,,,,,180,poisson,18,8.75,3
,,,,,,120,poisson,18,2.75,2
,,,,,,170,poisson,14,10.0,2
,,,,,,60,absolute_error,17,9.0,5
,,,,,,10,poisson,11,3.75,2
,,,,,,140,absolute_error,17,1.75,13
,,,,,,70,absolute_error,18,4.0,7
,,,,,,90,poisson,10,2.0,7
,,,,,,120,squared_error,3,2.0,1
,,,,,,140,squared_error,15,0.25,15
,,,,,,170,poisson,18,3.0,1
,,,,,,200,absolute_error,18,0.5,15
,,,,,,190,poisson,4,6.5,17
