N_MRE,N_ACC,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.4394466796256951,0.8371614129573896,0.0,145.59,11.4,14.285714285714285,40,squared_error,3,2.75,10
0.20121151846661545,0.8515761127831459,0.6666666666666665,92.89,13.22,28.57142857142857,190,squared_error,18,4.25,6
0.861850730075494,0.6322667511484239,0.0,239.03,-14.47,14.285714285714285,130,squared_error,1,0.75,15
0.20066904751141448,0.8516553144305402,0.6666666666666665,92.77,13.23,28.57142857142857,170,squared_error,17,4.25,13
0.14750689390172236,0.8548233803263108,0.6666666666666665,81.01,13.63,28.57142857142857,180,absolute_error,17,6.75,14
0.19456624926540392,0.8519721210201172,0.6666666666666665,91.42,13.27,28.57142857142857,200,squared_error,19,4.25,1
0.5230776185525068,0.8032631078726439,0.33333333333333326,164.09,7.12,21.428571428571427,130,squared_error,3,2.5,17
0.20708828714795896,0.8512593061935688,0.6666666666666665,94.19,13.18,28.57142857142857,30,poisson,6,9.25,10
0.16215360969214773,0.855773800095042,0.6666666666666665,84.25,13.75,28.57142857142857,190,absolute_error,8,8.25,2
0.3975860042493559,0.8450023760494219,0.0,136.33,12.39,14.285714285714285,90,squared_error,8,5.5,4
0.21052393653089826,0.8501504831300492,0.6666666666666665,94.95,13.04,28.57142857142857,80,squared_error,13,6.0,17
0.1836264183355183,0.8526057341992713,0.6666666666666665,89.0,13.35,28.57142857142857,10,poisson,1,5.5,9
0.38890646896614084,0.842943133217171,0.33333333333333326,134.41,12.13,21.428571428571427,190,squared_error,9,3.5,5
0.9500926721215136,0.5352447330904483,0.33333333333333326,258.55,-26.72,21.428571428571427,40,squared_error,1,0.25,19
0.20708828714795896,0.8499128781878664,0.6666666666666665,94.19,13.01,28.57142857142857,120,poisson,5,6.5,10
0.2781067763663488,0.7677807698400128,0.6666666666666665,109.9,2.64,28.57142857142857,150,poisson,2,6.25,9
0.18398806563898557,0.8526057341992713,0.6666666666666665,89.08,13.35,28.57142857142857,180,poisson,19,0.5,6
0.36318430450702954,0.8495960715982893,0.6666666666666665,128.72,12.97,28.57142857142857,190,squared_error,10,3.75,2
0.806066633515664,0.6299699033739902,0.33333333333333326,226.69,-14.76,21.428571428571427,160,squared_error,1,4.5,8
0.28755481216943174,0.8441311579280849,0.6666666666666665,111.99,12.28,28.57142857142857,180,poisson,10,1.25,10
0.17300302879616658,0.8532393473784254,0.6666666666666665,86.65,13.43,28.57142857142857,40,absolute_error,5,9.5,16
0.37679128429998643,0.533343893552986,0.33333333333333326,131.73,-26.96,21.428571428571427,190,poisson,1,2.75,14
0.37195425161611145,0.8481704419451925,0.6666666666666665,130.66,12.79,28.57142857142857,200,squared_error,9,5.0,5
0.20003616473034672,0.8446855694598447,0.6666666666666665,92.63,12.35,28.57142857142857,140,poisson,5,6.0,3
0.18801139189005922,0.8523681292570886,0.6666666666666665,89.97,13.32,28.57142857142857,60,squared_error,20,6.0,3
0.24849690339496405,0.8263107872643751,0.6666666666666665,103.35,10.03,28.57142857142857,100,poisson,6,3.5,2
0.1541521631029339,0.8544273720893395,0.6666666666666665,82.48,13.58,28.57142857142857,110,absolute_error,12,3.5,11
0.19854436960354413,0.8517345160779344,0.6666666666666665,92.3,13.24,28.57142857142857,60,squared_error,17,1.5,18
0.5202296460377018,0.8034215111674323,0.33333333333333326,163.46,7.14,21.428571428571427,120,absolute_error,2,2.5,11
0.14981239546132633,0.8546649770315223,0.6666666666666665,81.52,13.61,28.57142857142857,170,absolute_error,13,8.0,18
0.28090954296822024,0.8472992238238555,0.6666666666666665,110.52,12.68,28.57142857142857,30,squared_error,11,6.75,1
0.7548483341621085,0.5148107080627278,0.33333333333333326,215.36,-29.3,21.428571428571427,10,squared_error,1,6.75,5
0.2611545590163194,0.849833676540472,0.6666666666666665,106.15,13.0,28.57142857142857,150,squared_error,12,1.5,1
0.23692418968401072,0.8497544748930778,0.6666666666666665,100.79,12.99,28.57142857142857,20,squared_error,16,2.25,3
0.2135075267845034,0.87541580864882,0.33333333333333326,95.61,16.23,21.428571428571427,50,squared_error,4,4.5,7
0.19714298630260838,0.8518137177253288,0.6666666666666665,91.99,13.25,28.57142857142857,150,squared_error,14,5.5,18
0.7970706568419149,0.5695390464121654,0.33333333333333326,224.7,-22.39,21.428571428571427,120,squared_error,1,4.75,3
0.16450431716468514,0.8537937589101854,0.6666666666666665,84.77,13.5,28.57142857142857,140,absolute_error,8,6.25,14
0.20075945933728134,0.8516553144305402,0.6666666666666665,92.79,13.23,28.57142857142857,80,squared_error,16,9.25,20
0.2698793002124678,0.7830666877871061,0.6666666666666665,108.08,4.57,28.57142857142857,160,absolute_error,1,7.0,9
0.27164233081687084,0.8489624584191352,0.6666666666666665,108.47,12.89,28.57142857142857,50,absolute_error,9,2.0,5
0.1723701460150988,0.9282433074607952,0.33333333333333326,86.51,22.9,21.428571428571427,110,absolute_error,4,2.5,18
0.1989964287328783,0.8517345160779344,0.6666666666666665,92.4,13.24,28.57142857142857,70,poisson,16,4.5,14
0.21716920573210977,0.8505464913670205,0.6666666666666665,96.42,13.09,28.57142857142857,180,poisson,12,1.25,11
0.1593508430902762,0.8540313638523682,0.6666666666666665,83.63,13.53,28.57142857142857,10,absolute_error,5,8.5,19
0.2086704941006284,0.8511801045461747,0.6666666666666665,94.54,13.17,28.57142857142857,30,squared_error,20,3.75,19
0.33936078839112155,0.8466656106447014,0.6666666666666665,123.45,12.6,28.57142857142857,100,squared_error,6,3.75,1
0.14059038922291037,0.8552985902106764,0.6666666666666665,79.48,13.69,28.57142857142857,100,absolute_error,13,3.25,13
0.20369784367795307,0.8514969111357517,0.6666666666666665,93.44,13.21,28.57142857142857,100,poisson,16,4.75,11
0.23385018760453868,0.8499128781878664,0.6666666666666665,100.11,13.01,28.57142857142857,20,squared_error,16,7.0,10
0.20283893133221825,0.8514969111357517,0.6666666666666665,93.25,13.21,28.57142857142857,180,poisson,18,8.75,3
0.20885131775236201,0.8511801045461747,0.6666666666666665,94.58,13.17,28.57142857142857,120,poisson,18,2.75,2
0.19497310248180466,0.8519721210201172,0.6666666666666665,91.51,13.27,28.57142857142857,170,poisson,14,10.0,2
0.1582206952669409,0.8541105654997625,0.6666666666666665,83.38,13.54,28.57142857142857,60,absolute_error,17,9.0,5
0.19560598526287243,0.8568826231585618,0.6666666666666665,91.65,13.89,28.57142857142857,10,poisson,11,3.75,2
0.14099724243931103,0.8552193885632821,0.6666666666666665,79.57,13.68,28.57142857142857,140,absolute_error,17,1.75,13
0.16228922743094798,0.8538729605575797,0.6666666666666665,84.28,13.51,28.57142857142857,70,absolute_error,18,4.0,7
0.2947425523258442,0.8452399809916047,0.6666666666666665,113.58,12.42,28.57142857142857,90,poisson,10,2.0,7
0.4728538492834863,0.7346744812292095,0.33333333333333326,152.98,-1.54,21.428571428571427,120,squared_error,3,2.0,1
0.19280321866100086,0.8520513226675115,0.6666666666666665,91.03,13.28,28.57142857142857,140,squared_error,15,0.25,15
0.1972786040414086,0.8518137177253288,0.6666666666666665,92.02,13.25,28.57142857142857,170,poisson,18,3.0,1
0.1531124271054654,0.8544273720893395,0.6666666666666665,82.25,13.58,28.57142857142857,200,absolute_error,18,0.5,15
0.20075945933728134,0.8465864089973072,0.6666666666666665,92.79,12.59,28.57142857142857,190,poisson,4,6.5,17
0.1837168301613851,0.8526057341992713,0.6666666666666665,89.02,13.35,28.57142857142857,100,squared_error,18,7.5,19
0.19583201482753945,0.851892919372723,0.6666666666666665,91.7,13.26,28.57142857142857,40,poisson,12,3.0,13
0.14434247999638353,0.8550609852684936,0.6666666666666665,80.31,13.66,28.57142857142857,90,absolute_error,12,5.0,15
0.1851634193752543,0.8525265325518772,0.6666666666666665,89.34,13.34,28.57142857142857,10,absolute_error,11,5.25,7
0.167894760634691,0.879930302550293,0.6666666666666665,85.52,16.8,28.57142857142857,70,absolute_error,7,5.25,2
0.3325799014511098,0.8298748613971171,0.0,121.95,10.48,14.285714285714285,30,squared_error,4,6.75,7
0.5606437322001718,0.7772057658799303,0.33333333333333326,172.4,3.83,21.428571428571427,30,squared_error,3,5.25,5
0.19239636544460015,0.8520513226675115,0.6666666666666665,90.94,13.28,28.57142857142857,90,poisson,16,8.0,10
0.18719768545725785,0.8765246317123397,0.6666666666666665,89.79,16.37,28.57142857142857,150,absolute_error,7,4.25,12
0.14859183581212423,0.8547441786789166,0.6666666666666665,81.25,13.62,28.57142857142857,140,absolute_error,18,4.75,14
0.34049093621445686,0.8445271661650563,0.0,123.7,12.33,14.285714285714285,160,squared_error,5,8.0,5
0.19361692509380224,0.8520513226675115,0.6666666666666665,91.21,13.28,28.57142857142857,40,squared_error,19,3.5,15
0.1665837891596221,0.8820687470299383,0.6666666666666665,85.23,17.07,28.57142857142857,120,absolute_error,4,7.25,3
0.18891551014872746,0.8522889276096943,0.6666666666666665,90.17,13.31,28.57142857142857,100,poisson,20,3.0,6
0.1466479815559875,0.8549025819737051,0.6666666666666665,80.82,13.64,28.57142857142857,130,absolute_error,17,8.0,14
0.19800189864834325,0.9017899572311104,0.6666666666666665,92.18,19.56,28.57142857142857,160,absolute_error,4,2.5,5
0.19863478142941093,0.8504672897196262,0.6666666666666665,92.32,13.08,28.57142857142857,160,squared_error,13,2.75,15
0.3174811265313503,0.7463963250435609,0.6666666666666665,118.61,-0.06,28.57142857142857,100,poisson,3,4.5,11
0.24709552009402833,0.8496752732456836,0.6666666666666665,103.04,12.98,28.57142857142857,200,squared_error,12,0.75,16
0.20925817096876273,0.8516553144305402,0.6666666666666665,94.67,13.23,28.57142857142857,180,squared_error,13,1.0,12
0.3825324352425298,0.8414383019166799,0.6666666666666665,133.0,11.94,28.57142857142857,30,squared_error,9,9.75,6
0.2540572306857737,0.8092032314272137,0.6666666666666665,104.58,7.87,28.57142857142857,40,poisson,6,2.5,16
0.3594774196464898,0.840567083795343,0.33333333333333326,127.9,11.83,21.428571428571427,140,squared_error,6,7.0,3
0.25961755797658337,0.7709488357357834,0.6666666666666665,105.81,3.04,28.57142857142857,60,poisson,2,6.0,12
0.1766195018308395,0.8513385078409631,0.6666666666666665,87.45,13.19,28.57142857142857,80,absolute_error,3,8.5,12
0.1902716875367298,0.8522097259623,0.6666666666666665,90.47,13.3,28.57142857142857,160,squared_error,18,5.75,10
0.14954115998372586,0.8546649770315223,0.6666666666666665,81.46,13.61,28.57142857142857,120,absolute_error,19,2.5,17
0.2541476425116405,0.8579122445746872,0.6666666666666665,104.6,14.02,28.57142857142857,180,absolute_error,10,1.5,9
0.3376429636996519,0.8610011088230636,0.0,123.07,14.41,14.285714285714285,140,squared_error,6,1.25,5
0.21093078974729898,0.8511009028987803,0.6666666666666665,95.04,13.16,28.57142857142857,150,squared_error,13,6.25,5
0.15157542606572938,0.8545857753841279,0.6666666666666665,81.91,13.6,28.57142857142857,110,absolute_error,12,4.75,17
0.15559875231680304,0.8542689687945509,0.6666666666666665,82.8,13.56,28.57142857142857,130,absolute_error,9,9.75,8
0.19877039916821118,0.8517345160779344,0.6666666666666665,92.35,13.24,28.57142857142857,190,poisson,11,7.25,4
0.1520726911079969,0.8632979565974973,0.6666666666666665,82.02,14.7,28.57142857142857,40,absolute_error,7,6.25,2
0.15058089598119434,0.8545857753841279,0.6666666666666665,81.69,13.6,28.57142857142857,30,absolute_error,20,4.5,20
0.15677410605307177,0.8541897671471567,0.6666666666666665,83.06,13.55,28.57142857142857,30,absolute_error,13,9.5,13
0.19646489760860722,0.851892919372723,0.6666666666666665,91.84,13.26,28.57142857142857,80,poisson,20,6.25,5
0.18538944893992135,0.8551401869158879,0.6666666666666665,89.39,13.67,28.57142857142857,110,absolute_error,10,4.5,15
0.1998553410786131,0.8516553144305402,0.6666666666666665,92.59,13.23,28.57142857142857,20,poisson,13,0.0,2
0.34989376610460654,0.8621891335339775,0.0,125.78,14.56,14.285714285714285,40,squared_error,5,4.75,19
0.24365987071108902,0.8939489941390782,0.6666666666666665,102.28,18.57,28.57142857142857,20,absolute_error,5,3.0,9
0.19275801274806745,0.8520513226675115,0.6666666666666665,91.02,13.28,28.57142857142857,100,squared_error,16,7.25,6
0.6077482934767868,0.7462379217487725,0.33333333333333326,182.82,-0.08,21.428571428571427,80,squared_error,2,4.5,15
0.18502780163645408,0.8525265325518772,0.6666666666666665,89.31,13.34,28.57142857142857,10,squared_error,14,1.25,18
0.80376113195606,0.5967844131157928,0.0,226.18,-18.95,14.285714285714285,50,squared_error,1,2.0,14
0.1824058586863162,0.8526849358466656,0.6666666666666665,88.73,13.36,28.57142857142857,60,squared_error,16,0.0,20
0.19049771710139685,0.8522097259623,0.6666666666666665,90.52,13.3,28.57142857142857,150,poisson,20,1.75,5
0.414176574295918,0.8461111991129416,0.33333333333333326,140.0,12.53,21.428571428571427,110,squared_error,9,1.5,4
0.35002938384340676,0.849833676540472,0.6666666666666665,125.81,13.0,28.57142857142857,20,squared_error,9,8.25,18
0.23385018760453868,0.8780294630128307,0.6666666666666665,100.11,16.56,28.57142857142857,10,absolute_error,5,7.5,18
0.20256769585461779,0.8514969111357517,0.6666666666666665,93.19,13.21,28.57142857142857,170,squared_error,20,9.25,13
0.1593508430902762,0.8540313638523682,0.6666666666666665,83.63,13.53,28.57142857142857,110,absolute_error,11,5.25,20
0.1945210433524705,0.8519721210201172,0.6666666666666665,91.41,13.27,28.57142857142857,130,poisson,15,9.25,11
0.2469599023552281,0.8234595279581816,0.6666666666666665,103.01,9.67,28.57142857142857,50,poisson,2,9.75,5
0.5321640070521224,0.8289244416283859,0.0,166.1,10.36,14.285714285714285,10,squared_error,10,6.75,2
0.5347859500022604,0.7701568192618407,0.33333333333333326,166.68,2.94,21.428571428571427,30,squared_error,3,1.25,8
0.22196103250305144,0.8504672897196262,0.6666666666666665,97.48,13.08,28.57142857142857,170,squared_error,13,0.0,7
0.2442927534921568,0.8493584666561065,0.6666666666666665,102.42,12.94,28.57142857142857,170,poisson,8,3.5,15
0.20880611183942857,0.8511801045461747,0.6666666666666665,94.57,13.17,28.57142857142857,150,poisson,12,7.75,9
0.20975543601103025,0.9162838587042611,0.0,94.78,21.39,14.285714285714285,150,absolute_error,4,1.25,2
0.14823018850865693,0.8547441786789166,0.6666666666666665,81.17,13.62,28.57142857142857,90,absolute_error,18,5.5,5
0.24230369332308668,0.8172817994614289,0.6666666666666665,101.98,8.89,28.57142857142857,140,poisson,2,8.75,17
0.14963157180959272,0.8546649770315223,0.6666666666666665,81.48,13.61,28.57142857142857,50,absolute_error,15,0.0,11
0.2481804620044302,0.809916046253762,0.6666666666666665,103.28,7.96,28.57142857142857,110,poisson,2,8.75,18
0.20966502418516345,0.8511801045461747,0.6666666666666665,94.76,13.17,28.57142857142857,160,poisson,12,8.5,3
